-0.000095,-1.300023,0.000104,1.299897,-1,-1,-1
-0.000108,-1.300025,0.000119,1.299899,-1,-1,-1
-0.000110,-1.300026,0.000121,1.299899,-1,-1,-1
-0.000111,-1.300026,0.000123,1.299900,-1,-1,-1
-0.000112,-1.300026,0.000124,1.299900,-1,-1,-1
-0.000114,-1.300026,0.000126,1.299900,-1,-1,-1
-0.000116,-1.300027,0.000128,1.299900,-1,-1,-1
-0.000117,-1.300027,0.000130,1.299901,-1,-1,-1
-0.000119,-1.300027,0.000131,1.299901,-1,-1,-1
-0.000120,-1.300027,0.000133,1.299901,-1,-1,-1
-0.000121,-1.300027,0.000134,1.299901,-1,-1,-1
-0.000122,-1.300028,0.000135,1.299902,-1,-1,-1
-0.000124,-1.300028,0.000137,1.299902,-1,-1,-1
-0.000126,-1.300028,0.000139,1.299902,-1,-1,-1
-0.000127,-1.300028,0.000141,1.299902,-1,-1,-1
-0.000130,-1.298951,0.000142,1.299903,-1,-1,-1
-0.000137,-1.293458,0.000144,1.299903,-1,-1,-1
-0.000148,-1.284572,0.000146,1.299903,-1,-1,-1
-0.000160,-1.273455,0.000147,1.299904,-1,-1,-1
-0.000150,-1.259876,0.000149,1.299904,-1,-1,-1
-0.000177,-1.250404,0.000150,1.299904,-1,-1,-1
-0.000201,-1.238903,0.000151,1.299904,-1,-1,-1
-0.000248,-1.214718,0.000153,1.299905,-1,-1,-1
-0.000358,-1.172915,0.000157,1.299905,-1,-1,-1
-0.000671,-1.136984,0.000159,1.299905,-1,-1,-1
-0.000654,-1.091722,0.000161,1.299906,-1,-1,-1
-0.001804,-1.044795,0.000164,1.299906,-1,-1,-1
-0.004211,-1.004441,0.000167,1.299907,-1,-1,-1
-0.006277,-0.975251,0.000169,1.299907,-1,-1,-1
-0.008062,-0.951080,0.000171,1.299907,-1,-1,-1
-0.011062,-0.923984,0.000173,1.299908,32,407,10
-0.014214,-0.906815,0.000175,1.299908,51,379,26
-0.016745,-0.897466,0.000177,1.299909,-1,-1,-1
-0.020168,-0.888747,0.000180,1.299909,-1,-1,-1
-0.022699,-0.883879,0.000183,1.299909,-1,-1,-1
-0.023456,-0.882585,0.000185,1.299910,331,419,9
-0.023628,-0.882300,0.000186,1.299910,354,420,9
-0.025891,-0.878506,0.000190,1.299911,374,397,16
-0.029239,-0.872483,0.000191,1.299911,357,423,6
-0.037204,-0.856574,0.000194,1.299911,323,426,10
-0.043820,-0.842259,0.000196,1.299912,-1,-1,-1
-0.055433,-0.815382,0.000199,1.299912,-1,-1,-1
-0.070706,-0.776733,0.000202,1.299913,246,413,33
-0.079461,-0.753129,0.000204,1.299913,211,450,20
-0.091513,-0.717587,0.000206,1.299913,-1,-1,-1
-0.098063,-0.695572,0.000208,1.299914,-1,-1,-1
-0.103655,-0.675290,0.000211,1.299914,-1,-1,-1
-0.109751,-0.655236,0.000214,1.299915,-1,-1,-1
-0.114550,-0.639676,0.000216,1.299915,-1,-1,-1
-0.119397,-0.621864,0.000219,1.299915,-1,-1,-1
-0.121086,-0.611478,0.000221,1.299916,-1,-1,-1
-0.121548,-0.602716,0.000223,1.299916,-1,-1,-1
-0.121295,-0.595726,0.000225,1.299917,-1,-1,-1
-0.120737,-0.590452,0.000227,1.299917,-1,-1,-1
-0.119439,-0.583199,0.000231,1.299917,-1,-1,-1
-0.118512,-0.579420,0.000233,1.299918,-1,-1,-1
-0.117758,-0.576776,0.000235,1.299918,-1,-1,-1
-0.117288,-0.575270,0.000238,1.299919,-1,-1,-1
-0.117166,-0.574892,0.000240,1.299919,-1,-1,-1
-0.117180,-0.574926,0.000242,1.299919,-1,-1,-1
-0.117153,-0.574829,0.000244,1.299920,-1,-1,-1
-0.116124,-0.571396,0.000247,1.299920,-1,-1,-1
-0.114855,-0.566287,0.000249,1.299920,-1,-1,-1
-0.111893,-0.549291,0.000252,1.299921,-1,-1,-1
-0.109584,-0.532490,0.000254,1.299921,-1,-1,-1
-0.106489,-0.507023,0.000256,1.299922,-1,-1,-1
-0.103049,-0.477049,0.000259,1.299922,-1,-1,-1
-0.098606,-0.443303,0.000261,1.299923,-1,-1,-1
-0.094281,-0.414194,0.000263,1.299923,-1,-1,-1
-0.086653,-0.370184,0.000266,1.299923,-1,-1,-1
-0.079190,-0.327878,0.000268,1.299924,-1,-1,-1
-0.070845,-0.263854,0.000272,1.299924,-1,-1,-1
-0.068813,-0.221081,0.000274,1.299925,-1,-1,-1
-0.069615,-0.215326,0.000275,1.299925,-1,-1,-1
-0.069599,-0.214741,0.000278,1.299925,336,145,11
-0.069620,-0.214689,0.000281,1.299926,342,147,7
-0.069615,-0.214693,0.000282,1.299926,344,144,11
-0.069633,-0.214689,0.000285,1.299926,342,143,8
-0.069634,-0.214689,0.000288,1.299927,345,145,10
-0.069640,-0.214695,0.000290,1.299927,346,146,11
-0.069647,-0.214689,0.000293,1.299928,346,144,10
-0.069644,-0.214695,0.000295,1.299928,345,145,10
-0.069665,-0.214688,0.000297,1.299928,345,146,11
-0.069666,-0.214689,0.000299,1.299929,343,145,11
-0.069675,-0.214696,0.000302,1.299929,345,145,10
-0.069680,-0.214691,0.000304,1.299930,345,145,10
-0.069683,-0.214692,0.000307,1.299930,344,146,10
-0.069691,-0.214689,0.000309,1.299930,346,144,10
-0.069687,-0.214693,0.000312,1.299931,346,144,10
-0.069701,-0.214689,0.000314,1.299931,345,145,10
-0.069703,-0.214689,0.000316,1.299932,341,144,9
-0.069700,-0.214691,0.000319,1.299932,345,143,5
-0.069700,-0.214693,0.000321,1.299932,345,145,11
-0.069705,-0.214694,0.000324,1.299933,345,145,10
-0.069716,-0.215171,0.000325,1.299933,345,145,10
-0.069919,-0.219478,0.000328,1.299934,344,146,11
-0.070592,-0.225482,0.000330,1.299934,308,144,11
