,my_x,my_y,my_az,enemy_x,enemy_y,u,v,theta,sin_theta,est_enemy_u,est_enemy_v,est_enemy_theta,est_enemy_sin_theta,est_enemy_x,est_enemy_y,diff_enemy_x,diff_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_sin_theta
1136,0.206880,0.367345,-30.418459,0.958101,-0.372148,0.257350,1.022230,-14.130783,-0.244136,0.204408,0.977934,-11.806020,-0.204599,0.946708,-0.304066,0.011393,0.068082,0.052942,0.044296,2.324763,0.039537
1137,0.206889,0.367341,-30.458351,0.982084,-0.356975,0.231403,1.035381,-12.598326,-0.218115,0.187516,0.998915,-10.631816,-0.184497,0.972897,-0.300659,0.009187,0.056316,0.043887,0.036466,1.966510,0.033618
1138,0.206894,0.367339,-30.479034,0.994517,-0.349115,0.217950,1.042187,-11.811900,-0.204699,0.162836,1.013372,-9.128663,-0.158652,0.997639,-0.287001,0.003122,0.062114,0.055114,0.028815,2.683237,0.046047
1139,0.206904,0.367335,-30.519068,1.018589,-0.333899,0.191891,1.055339,-10.305448,-0.178896,0.145536,1.051399,-7.880904,-0.137114,1.038735,-0.291965,0.020146,0.041934,0.046355,0.003940,2.424544,0.041782
1140,0.206912,0.367331,-30.556025,1.040815,-0.319846,0.167810,1.067448,-8.934172,-0.155300,0.115782,1.020754,-6.471278,-0.112705,1.027055,-0.251304,0.013760,0.068542,0.052028,0.046694,2.462894,0.042595
1141,0.206920,0.367328,-30.588824,1.060397,-0.307458,0.146572,1.078089,-7.742191,-0.134716,0.100843,1.051399,-5.478663,-0.095475,1.060691,-0.254511,0.000294,0.052947,0.045729,0.026690,2.263528,0.039241
1142,0.206928,0.367325,-30.622747,1.080627,-0.294676,0.124631,1.089065,-6.528432,-0.113696,0.071971,1.075682,-3.827813,-0.066758,1.095935,-0.242543,0.015308,0.052133,0.052660,0.013383,2.700619,0.046938
1143,0.206941,0.367319,-30.675885,1.112315,-0.274657,0.090238,1.106206,-4.663528,-0.081304,0.051006,1.059362,-2.756551,-0.048092,1.092041,-0.217016,0.020274,0.057641,0.039232,0.046844,1.906977,0.033212
1144,0.206946,0.367317,-30.698962,1.126079,-0.265958,0.075286,1.113631,-3.867557,-0.067450,0.035586,1.101224,-1.850866,-0.032298,1.135679,-0.225487,0.009600,0.040471,0.039700,0.012407,2.016691,0.035152
1145,0.206952,0.367314,-30.722071,1.139822,-0.257264,0.060343,1.121028,-3.081151,-0.053750,0.002382,1.110041,-0.122925,-0.002145,1.159989,-0.201825,0.020167,0.055439,0.057961,0.010987,2.958226,0.051605
1146,0.206965,0.367309,-30.778372,1.173079,-0.236261,0.024181,1.138898,-1.216295,-0.021227,-0.016354,1.084050,0.864318,0.015085,1.146699,-0.173368,0.026380,0.062893,0.040535,0.054848,2.080613,0.036312
1147,0.206975,0.367304,-30.815532,1.195052,-0.222385,0.000269,1.150665,-0.013419,-0.000234,-0.039399,1.119019,2.016448,0.035186,1.188195,-0.172106,0.006857,0.050279,0.039668,0.031646,2.029867,0.035420
1148,0.206984,0.367300,-30.853129,1.217285,-0.208341,-0.023943,1.162539,1.179859,0.020591,-0.059705,1.137479,3.004619,0.052416,1.214111,-0.164788,0.003174,0.043553,0.035762,0.025060,1.824760,0.031825
1149,0.206994,0.367296,-30.895479,1.242137,-0.192641,-0.051034,1.175775,2.485318,0.043363,-0.082603,1.092562,4.323626,0.075390,1.186942,-0.122823,0.055195,0.069818,0.031569,0.083213,1.838308,0.032027
1150,0.207000,0.367293,-30.917412,1.254995,-0.184524,-0.065053,1.182609,3.148568,0.054925,-0.112238,1.119019,5.727607,0.099799,1.224685,-0.111372,0.030310,0.073152,0.047185,0.063590,2.579039,0.044874
1151,0.207009,0.367289,-30.952707,1.275687,-0.171463,-0.087624,1.193586,4.198691,0.073215,-0.130034,1.176575,6.306673,0.109850,1.282910,-0.126343,0.007223,0.045120,0.042410,0.017011,2.107982,0.036635
1152,0.207015,0.367286,-30.979045,1.291134,-0.161713,-0.104482,1.201764,4.968849,0.086614,-0.153397,1.197306,7.300898,0.127080,1.312489,-0.117481,0.021355,0.044232,0.048915,0.004458,2.332049,0.040466
1153,0.207026,0.367281,-31.019530,1.314839,-0.146738,-0.130380,1.214276,6.128495,0.106759,-0.173332,1.176575,8.380485,0.145746,1.304664,-0.090499,0.010175,0.056239,0.042952,0.037701,2.251990,0.038987
1154,0.207034,0.367277,-31.052493,1.333970,-0.134667,-0.151287,1.224355,7.044017,0.122632,-0.190730,1.186836,9.129627,0.158669,1.322174,-0.081523,0.011796,0.053144,0.039443,0.037519,2.085610,0.036037
1155,0.207047,0.367271,-31.104416,1.364156,-0.115624,-0.184294,1.240212,8.452229,0.146985,-0.213857,1.186836,10.214543,0.177335,1.333727,-0.062738,0.030429,0.052886,0.029563,0.053376,1.762314,0.030350
1156,0.207057,0.367267,-31.141910,1.385964,-0.101865,-0.208158,1.251630,9.442417,0.164056,-0.250017,1.241389,11.387081,0.197436,1.398846,-0.060742,0.012882,0.041123,0.041859,0.010241,1.944664,0.033380
1157,0.207062,0.367264,-31.160139,1.396553,-0.095180,-0.219756,1.257160,9.915317,0.172192,-0.270347,1.230024,12.395956,0.214666,1.399510,-0.037847,0.002957,0.057333,0.050591,0.027136,2.480639,0.042474
1158,0.207072,0.367260,-31.198482,1.418654,-0.081235,-0.243972,1.268683,10.885288,0.188843,-0.288678,1.218893,13.324192,0.230461,1.399223,-0.017203,0.019431,0.064032,0.044706,0.049790,2.438904,0.041618
1159,0.207081,0.367255,-31.234344,1.439327,-0.068200,-0.266631,1.279437,11.771793,0.204014,-0.304781,1.230024,13.916732,0.240512,1.416859,-0.009957,0.022468,0.058243,0.038150,0.049413,2.144939,0.036498
1160,0.207088,0.367252,-31.259270,1.453700,-0.059138,-0.282391,1.286897,12.376578,0.214336,-0.341435,1.264846,15.106454,0.260613,1.465488,0.002776,0.011788,0.061914,0.059044,0.022051,2.729876,0.046277
1161,0.207104,0.367244,-31.323086,1.490536,-0.035901,-0.322823,1.305951,13.884810,0.239971,-0.357659,1.264846,15.789267,0.272100,1.473532,0.015227,0.017004,0.051128,0.034836,0.041105,1.904457,0.032129
1162,0.207117,0.367238,-31.371864,1.511871,-0.016845,-0.351310,1.313957,14.968913,0.258295,-0.386456,1.264846,16.989818,0.292202,1.488236,0.038730,0.023635,0.055575,0.035146,0.049111,2.020905,0.033907
1163,0.207121,0.367236,-31.387281,1.514470,-0.014488,-0.355029,1.314850,15.110361,0.260679,-0.413697,1.264846,18.111528,0.310868,1.502339,0.061638,0.012131,0.076126,0.058668,0.050004,3.001167,0.050189
1164,0.207127,0.367233,-31.410421,1.515412,-0.013952,-0.356508,1.315224,15.166286,0.261621,-0.430353,1.289322,18.458097,0.316611,1.531791,0.062571,0.016379,0.076523,0.073845,0.025902,3.291811,0.054990
1165,0.207136,0.367229,-31.442039,1.514530,-0.014548,-0.356263,1.314576,15.163510,0.261575,-0.432684,1.276953,18.718484,0.320919,1.522295,0.070277,0.007765,0.084825,0.076421,0.037623,3.554974,0.059344
1166,0.207148,0.367223,-31.488062,1.506822,-0.019786,-0.348825,1.310439,14.905904,0.257232,-0.438958,1.301959,18.631644,0.319483,1.546669,0.061504,0.039847,0.081290,0.090133,0.008480,3.725740,0.062251
1167,0.207157,0.367218,-31.521250,1.497894,-0.025823,-0.339770,1.305772,14.585287,0.251821,-0.401464,1.252994,17.765643,0.305124,1.485158,0.054361,0.012736,0.080184,0.061694,0.052778,3.180356,0.053303
1168,0.207168,0.367213,-31.565202,1.484698,-0.034899,-0.326129,1.299006,14.093422,0.243504,-0.398966,1.264846,17.506668,0.300817,1.493720,0.045043,0.009022,0.079942,0.072837,0.034160,3.413246,0.057313
1169,0.207177,0.367208,-31.598496,1.470815,-0.044461,-0.311465,1.291991,13.553881,0.234360,-0.386456,1.264846,16.989818,0.292202,1.486987,0.033635,0.016172,0.078096,0.074991,0.027145,3.435937,0.057842
1170,0.207195,0.367199,-31.664849,1.434378,-0.069498,-0.272522,1.273740,12.076585,0.209219,-0.366469,1.252994,16.302884,0.280715,1.466038,0.021355,0.031660,0.090853,0.093947,0.020746,4.226299,0.071496
1171,0.207203,0.367195,-31.694563,1.417976,-0.080770,-0.254973,1.265556,11.390964,0.197503,-0.333815,1.207989,15.447579,0.266357,1.410417,0.016559,0.007559,0.097329,0.078842,0.057567,4.056615,0.068854
1172,0.207208,0.367192,-31.713525,1.407498,-0.087976,-0.243754,1.260340,10.946045,0.189885,-0.299680,1.186836,14.171139,0.244819,1.374368,-0.001762,0.033130,0.086214,0.055926,0.073504,3.225094,0.054934
1173,0.207218,0.367188,-31.747768,1.388567,-0.100993,-0.223475,1.250935,10.128826,0.175862,-0.293641,1.207989,13.662604,0.236204,1.388967,-0.018729,0.000400,0.082264,0.070166,0.042946,3.533778,0.060342
1174,0.207231,0.367181,-31.797730,1.360914,-0.120003,-0.193837,1.237239,8.904085,0.154781,-0.272966,1.207989,12.733101,0.220410,1.377749,-0.037338,0.016835,0.082665,0.079129,0.029250,3.829016,0.065629
1175,0.207240,0.367176,-31.829851,1.343180,-0.132180,-0.174831,1.228475,8.099697,0.140896,-0.256218,1.207989,11.975136,0.207487,1.368699,-0.052228,0.025519,0.079952,0.081387,0.020486,3.875439,0.066591
1176,0.207250,0.367171,-31.866879,1.322885,-0.146143,-0.153051,1.218486,7.159282,0.124628,-0.228017,1.176575,10.967789,0.190257,1.326869,-0.060349,0.003984,0.085794,0.074966,0.041911,3.808507,0.065629
1177,0.207263,0.367164,-31.912590,1.297776,-0.163412,-0.126090,1.206164,5.967908,0.103971,-0.204929,1.176575,9.880347,0.171591,1.314336,-0.080847,0.016560,0.082565,0.078839,0.029589,3.912439,0.067620
1178,0.207271,0.367160,-31.942235,1.281474,-0.174622,-0.108576,1.198187,5.177814,0.090247,-0.185724,1.166514,9.046314,0.157233,1.295414,-0.092398,0.013940,0.082224,0.077148,0.031673,3.868500,0.066986
1179,0.207282,0.367154,-31.982071,1.259597,-0.189650,-0.085074,1.187502,4.097727,0.071458,-0.164622,1.176575,7.964926,0.138567,1.292462,-0.116388,0.032865,0.073262,0.079548,0.010927,3.867199,0.067109
1180,0.207289,0.367150,-32.008036,1.245469,-0.199372,-0.069879,1.180628,3.387284,0.059085,-0.142595,1.166514,6.969259,0.121337,1.272043,-0.130230,0.026574,0.069142,0.072716,0.014114,3.581975,0.062252
1181,0.207304,0.367143,-32.060430,1.216882,-0.219038,-0.039116,1.166759,1.920130,0.033506,-0.121073,1.156649,5.975703,0.104107,1.251818,-0.144214,0.034936,0.074824,0.081957,0.010110,4.055573,0.070601
1182,0.207312,0.367138,-32.091770,1.199764,-0.230812,-0.020685,1.158481,1.022905,0.017852,-0.104228,1.156649,5.149128,0.089748,1.242597,-0.159061,0.042833,0.071751,0.083543,0.001832,4.126223,0.071896
1183,0.207325,0.367131,-32.137152,1.174995,-0.247834,0.005988,1.146530,-0.299258,-0.005223,-0.074697,1.166514,3.663879,0.063903,1.234837,-0.190142,0.059842,0.057692,0.080685,0.019984,3.963137,0.069126
1184,0.207333,0.367127,-32.164044,1.160457,-0.257839,0.021660,1.139543,-1.088921,-0.019004,-0.059390,1.101224,3.087003,0.053852,1.171165,-0.168829,0.010708,0.089010,0.081050,0.038319,4.175924,0.072856
1185,0.207343,0.367122,-32.198935,1.141549,-0.270850,0.042052,1.130478,-2.130348,-0.037173,-0.038467,1.092562,2.016448,0.035186,1.152370,-0.182510,0.010821,0.088340,0.080519,0.037916,4.146796,0.072359
1186,0.207355,0.367115,-32.241099,1.118061,-0.287012,0.067421,1.119251,-3.447214,-0.060129,-0.016228,1.075682,0.864318,0.015085,1.125836,-0.193017,0.007775,0.093995,0.083649,0.043569,4.311532,0.075214
1187,0.207365,0.367110,-32.278387,1.098445,-0.300503,0.088576,1.109903,-4.562817,-0.079552,0.006995,1.084050,-0.369731,-0.006453,1.120153,-0.217723,0.021708,0.082780,0.081581,0.025853,4.193086,0.073099
1188,0.207378,0.367102,-32.325267,1.073196,-0.317871,0.115845,1.097911,-6.023246,-0.104932,0.031914,1.084050,-1.686253,-0.029426,1.106363,-0.239534,0.033167,0.078337,0.083931,0.013861,4.336993,0.075506
1189,0.207388,0.367097,-32.358482,1.055315,-0.330179,0.135177,1.089450,-7.073012,-0.123134,0.054473,1.067455,-2.921288,-0.050964,1.079929,-0.250234,0.024614,0.079945,0.080704,0.021995,4.151724,0.072170
1190,0.207398,0.367091,-32.393274,1.036571,-0.343082,0.155453,1.080605,-8.186236,-0.142391,0.074349,1.043561,-4.075204,-0.071066,1.048740,-0.254753,0.012169,0.088329,0.081104,0.037044,4.111032,0.071325
1191,0.207406,0.367087,-32.420453,1.021917,-0.353166,0.171310,1.073706,-9.065123,-0.157557,0.094830,1.035844,-5.230778,-0.091168,1.030959,-0.268308,0.009042,0.084858,0.076480,0.037862,3.834345,0.066389
1192,0.207416,0.367081,-32.456868,1.002326,-0.366634,0.192506,1.064500,-10.250651,-0.177955,0.110498,1.013372,-6.222953,-0.108398,1.003195,-0.269998,0.000869,0.096636,0.082008,0.051128,4.027698,0.069557
1193,0.207430,0.367073,-32.505250,0.976491,-0.384426,0.220495,1.052420,-11.833031,-0.205060,0.136262,1.028243,-7.548827,-0.131371,1.001366,-0.300397,0.024875,0.084029,0.084233,0.024177,4.284204,0.073689
1194,0.207440,0.367068,-32.537943,0.959000,-0.396469,0.239456,1.044266,-12.914977,-0.223505,0.156797,1.013372,-8.795525,-0.152909,0.977414,-0.310168,0.018414,0.086301,0.082659,0.030894,4.119452,0.070596
1195,0.207452,0.367061,-32.581088,0.935896,-0.412374,0.264514,1.033529,-14.355709,-0.247941,0.174224,0.991831,-9.962897,-0.173010,0.949380,-0.313839,0.013484,0.098535,0.090290,0.041698,4.392812,0.074931
1196,0.207469,0.367051,-32.638218,0.905472,-0.433311,0.297523,1.019445,-16.269802,-0.280161,0.205680,1.006094,-11.553998,-0.200291,0.943764,-0.348770,0.038292,0.084541,0.091843,0.013351,4.715804,0.079870
1197,0.207480,0.367045,-32.675347,0.885749,-0.446896,0.318947,1.010357,-17.519712,-0.301034,0.225444,0.971114,-13.069717,-0.226136,0.903196,-0.347004,0.017447,0.099892,0.093503,0.039243,4.449995,0.074898
1198,0.207487,0.367041,-32.701294,0.871957,-0.456394,0.333933,1.004019,-18.396948,-0.315598,0.249789,0.971114,-14.424849,-0.249110,0.889727,-0.367809,0.017770,0.088585,0.084144,0.032905,3.972099,0.066488
1199,0.207504,0.367031,-32.758708,0.841420,-0.477418,0.367132,0.990029,-20.346249,-0.347693,0.267711,0.957711,-15.617363,-0.269212,0.868039,-0.376322,0.026619,0.101096,0.099421,0.032318,4.728886,0.078481
1200,0.207511,0.367027,-32.782023,0.829085,-0.485902,0.380541,0.984394,-21.135195,-0.360570,0.297936,0.944605,-17.505670,-0.300800,0.840359,-0.394909,0.011274,0.090993,0.082605,0.039789,3.629525,0.059770
1201,0.207526,0.367018,-32.831057,0.803239,-0.503714,0.408678,0.972641,-22.790884,-0.387369,0.329693,0.977934,-18.630640,-0.319466,0.850510,-0.440215,0.047271,0.063499,0.078985,0.005293,4.160244,0.067903
1202,0.207536,0.367013,-32.864191,0.785800,-0.515730,0.427673,0.964738,-23.907952,-0.405268,0.363247,0.964374,-20.639716,-0.352490,0.820455,-0.461417,0.034655,0.054313,0.064426,0.000364,3.268236,0.052778
1203,0.207546,0.367006,-32.899324,0.771080,-0.525870,0.443590,0.958137,-24.842819,-0.420130,0.374987,0.938155,-21.786949,-0.371156,0.791566,-0.457416,0.020486,0.068454,0.068603,0.019982,3.055870,0.048974
1204,0.207559,0.366999,-32.941158,0.760120,-0.533406,0.455176,0.953345,-25.522213,-0.430861,0.391751,0.925446,-22.943440,-0.389822,0.771195,-0.465006,0.011075,0.068400,0.063425,0.027899,2.578773,0.041039
1205,0.207570,0.366993,-32.977576,0.755350,-0.536674,0.459909,0.951399,-25.799244,-0.435219,0.406860,0.912974,-24.019801,-0.407052,0.751990,-0.471257,0.003360,0.065417,0.053049,0.038425,1.779443,0.028167
1206,0.207582,0.366985,-33.019936,0.755720,-0.536441,0.458808,0.951908,-25.733511,-0.434186,0.420520,0.931769,-24.290287,-0.411360,0.759699,-0.493363,0.003979,0.043078,0.038288,0.020139,1.443224,0.022826
1207,0.207588,0.366982,-33.038787,0.758311,-0.534713,0.455635,0.953282,-25.546123,-0.431238,0.410676,0.925446,-23.929766,-0.405616,0.759487,-0.481848,0.001176,0.052865,0.044959,0.027836,1.616357,0.025622
1208,0.207609,0.366969,-33.108027,0.782192,-0.519005,0.428281,0.965231,-23.927250,-0.405576,0.400301,0.925446,-23.390858,-0.397001,0.764149,-0.473836,0.018043,0.045169,0.027980,0.039785,0.536392,0.008575
1209,0.207620,0.366962,-33.145481,0.799991,-0.507423,0.408221,0.974068,-22.737994,-0.386518,0.367436,0.931769,-21.521406,-0.366849,0.786875,-0.450147,0.013116,0.057276,0.040785,0.042299,1.216588,0.019669
1210,0.207634,0.366954,-33.190106,0.823095,-0.492502,0.382328,0.985536,-21.203242,-0.361677,0.352497,0.944605,-20.463997,-0.349619,0.805172,-0.445131,0.017923,0.047371,0.029831,0.040931,0.739245,0.012058
1211,0.207641,0.366949,-33.213832,0.835688,-0.484378,0.368225,0.991772,-20.368966,-0.348064,0.313686,0.944605,-18.370387,-0.315159,0.826101,-0.412913,0.009587,0.071465,0.054539,0.047167,1.998579,0.032905
1212,0.207654,0.366941,-33.256994,0.858613,-0.469588,0.342539,1.003093,-18.854141,-0.323160,0.296217,0.964374,-17.074863,-0.293621,0.851638,-0.409620,0.006975,0.059968,0.046322,0.038719,1.779278,0.029539
1213,0.207666,0.366934,-33.296260,0.879402,-0.456164,0.319219,1.013321,-17.485617,-0.300466,0.271793,0.977934,-15.531960,-0.267776,0.875860,-0.397097,0.003542,0.059067,0.047426,0.035387,1.953657,0.032690
1214,0.207673,0.366930,-33.318498,0.891097,-0.448623,0.306101,1.019067,-16.718883,-0.287676,0.249067,0.998915,-14.000522,-0.241931,0.905585,-0.389894,0.014488,0.058729,0.057034,0.020152,2.718361,0.045745
1215,0.207692,0.366918,-33.379357,0.923181,-0.427934,0.270090,1.034778,-14.628564,-0.252552,0.225704,0.998915,-12.732125,-0.220393,0.917654,-0.371138,0.005527,0.056796,0.044386,0.035863,1.896439,0.032159
1216,0.207707,0.366909,-33.427991,0.948848,-0.411383,0.241260,1.047293,-12.972644,-0.224486,0.199449,1.013372,-11.134463,-0.193112,0.943572,-0.357802,0.005276,0.053581,0.041811,0.033921,1.838181,0.031374
1217,0.207717,0.366902,-33.461530,0.966481,-0.400001,0.221429,1.055856,-11.844124,-0.205250,0.168595,1.020754,-9.378720,-0.162960,0.966328,-0.336570,0.000153,0.063431,0.052834,0.035102,2.465404,0.042290
1218,0.207726,0.366897,-33.489914,0.981322,-0.390436,0.204740,1.063055,-10.901458,-0.189120,0.151462,1.028243,-8.379522,-0.145729,0.981688,-0.326794,0.000366,0.063642,0.053278,0.034812,2.521936,0.043391
1219,0.207739,0.366889,-33.529945,1.002288,-0.376923,0.181152,1.073195,-9.581056,-0.166443,0.132591,1.059362,-7.134089,-0.124192,1.017580,-0.328801,0.015292,0.048122,0.048561,0.013833,2.446967,0.042251
1220,0.207749,0.366882,-33.562817,1.019519,-0.365818,0.161757,1.081506,-8.506452,-0.147921,0.100859,1.035844,-5.561313,-0.096911,1.015137,-0.289829,0.004382,0.075989,0.060898,0.045662,2.945139,0.051010
1221,0.207767,0.366871,-33.621450,1.050235,-0.346009,0.127148,1.096259,-6.615799,-0.115211,0.091220,1.101224,-4.735298,-0.082552,1.074263,-0.318841,0.024028,0.027168,0.035928,0.004965,1.880501,0.032659
1222,0.207778,0.366864,-33.655245,1.067788,-0.334700,0.107360,1.104664,-5.551034,-0.096732,0.060329,1.035844,-3.333241,-0.058143,1.036567,-0.257412,0.031221,0.077288,0.047031,0.068820,2.217793,0.038589
1223,0.207793,0.366854,-33.702391,1.092956,-0.318487,0.078998,1.116676,-4.046580,-0.070567,0.037565,1.067455,-2.015495,-0.035170,1.074997,-0.256706,0.017959,0.061781,0.041433,0.049221,2.031085,0.035397
1224,0.207799,0.366851,-33.720951,1.101992,-0.312667,0.068780,1.120980,-3.511093,-0.061242,0.006995,1.084050,-0.369731,-0.006453,1.105575,-0.240776,0.003583,0.071891,0.061785,0.036930,3.141362,0.054789
1225,0.207816,0.366840,-33.775492,1.130409,-0.294356,0.036694,1.134465,-1.852594,-0.032328,-0.008776,1.110041,0.452952,0.007905,1.135386,-0.242982,0.004977,0.051374,0.045470,0.024424,2.305546,0.040233
1226,0.207831,0.366830,-33.822850,1.154896,-0.278578,0.009019,1.146038,-0.450886,-0.007869,-0.027257,1.084050,1.440310,0.025136,1.123591,-0.213937,0.031305,0.064641,0.036276,0.061988,1.891196,0.033005
1227,0.207842,0.366822,-33.858525,1.173349,-0.266697,-0.011842,1.154734,0.587576,0.010255,-0.055064,1.110041,2.839870,0.049545,1.160317,-0.205905,0.013032,0.060792,0.043222,0.044693,2.252294,0.039290
1228,0.207853,0.366816,-33.890997,1.190157,-0.255875,-0.030851,1.162632,1.520033,0.026526,-0.076760,1.146972,3.828767,0.066775,1.202757,-0.209034,0.012600,0.046841,0.045909,0.015660,2.308734,0.040249
1229,0.207866,0.366807,-33.931643,1.211211,-0.242316,-0.054679,1.172494,2.670029,0.046584,-0.103301,1.128164,5.231734,0.091184,1.201571,-0.177228,0.009640,0.065088,0.048622,0.044330,2.561705,0.044600
1230,0.207879,0.366798,-33.973164,1.232584,-0.228544,-0.078893,1.182467,3.817061,0.066571,-0.126141,1.156649,6.223911,0.108414,1.237575,-0.174934,0.004991,0.053610,0.047248,0.025818,2.406850,0.041843
1231,0.207890,0.366791,-34.006591,1.249772,-0.217483,-0.098365,1.190470,4.723444,0.082346,-0.147281,1.176575,7.135048,0.124208,1.265611,-0.169161,0.015839,0.048322,0.048916,0.013895,2.411604,0.041862
1232,0.207913,0.366776,-34.080526,1.287805,-0.193005,-0.141487,1.208099,6.679767,0.116320,-0.178986,1.156649,8.796488,0.152925,1.266204,-0.133115,0.021601,0.059890,0.037499,0.051450,2.116721,0.036605
1233,0.207928,0.366766,-34.126381,1.311377,-0.177821,-0.168247,1.218962,7.858584,0.136729,-0.206717,1.186836,9.880347,0.171591,1.306366,-0.127953,0.005011,0.049868,0.038470,0.032126,2.021763,0.034862
1234,0.207935,0.366761,-34.148108,1.322436,-0.170704,-0.180807,1.224047,8.402549,0.146127,-0.229610,1.166514,11.135433,0.193129,1.302218,-0.098020,0.020218,0.072684,0.048803,0.057533,2.732884,0.047002
1235,0.207944,0.366755,-34.176421,1.336902,-0.161398,-0.197237,1.230687,9.105127,0.158246,-0.243555,1.156649,11.891051,0.206051,1.301669,-0.081488,0.035233,0.079910,0.046318,0.074038,2.785924,0.047805
1236,0.207957,0.366746,-34.216686,1.357475,-0.148162,-0.220616,1.240101,10.087464,0.175151,-0.272966,1.207989,12.733101,0.220410,1.360359,-0.086816,0.002884,0.061346,0.052350,0.032112,2.645637,0.045259
1237,0.207971,0.366737,-34.257012,1.378099,-0.134893,-0.244065,1.249506,11.052358,0.191706,-0.302851,1.230024,13.831992,0.239076,1.395088,-0.075338,0.016989,0.059555,0.058786,0.019482,2.779634,0.047370
1238,0.207985,0.366728,-34.300286,1.400188,-0.120669,-0.269206,1.259536,12.064537,0.209013,-0.320314,1.207989,14.850971,0.256306,1.386406,-0.049400,0.013782,0.071269,0.051108,0.051547,2.786434,0.047293
1239,0.207998,0.366719,-34.340325,1.420478,-0.107621,-0.292306,1.268725,12.974157,0.224512,-0.330976,1.218893,15.191684,0.262049,1.401146,-0.047580,0.019332,0.060041,0.038670,0.049832,2.217527,0.037537
1240,0.208008,0.366712,-34.372563,1.434536,-0.094254,-0.311989,1.272605,13.774837,0.238107,-0.360460,1.218893,16.474388,0.283587,1.417568,-0.023923,0.016968,0.070331,0.048471,0.053712,2.699551,0.045480
1241,0.208021,0.366703,-34.412292,1.451873,-0.076878,-0.337005,1.276855,14.785102,0.255194,-0.397745,1.241389,17.765643,0.305124,1.456940,-0.006724,0.005067,0.070154,0.060740,0.035466,2.980541,0.049930
1242,0.208038,0.366691,-34.462861,1.473936,-0.054695,-0.368906,1.282175,16.051542,0.276502,-0.411359,1.207989,18.805368,0.322354,1.436794,0.022287,0.037142,0.076982,0.042453,0.074186,2.753826,0.045852
1243,0.208056,0.366679,-34.518508,1.498103,-0.030679,-0.403634,1.288097,17.398721,0.299019,-0.467617,1.264846,20.289494,0.346764,1.515203,0.035216,0.017100,0.065895,0.063983,0.023251,2.890773,0.047745
1244,0.208077,0.366664,-34.581760,1.515473,-0.013905,-0.428725,1.292405,18.352047,0.314855,-0.501886,1.301959,21.080927,0.359686,1.564864,0.040907,0.049391,0.054812,0.073161,0.009554,2.728880,0.044831
1245,0.208091,0.366655,-34.623032,1.516001,-0.013622,-0.430188,1.292353,18.411155,0.315834,-0.514415,1.252994,22.320551,0.379788,1.531467,0.078052,0.015466,0.091674,0.084227,0.039359,3.909396,0.063954
1246,0.208104,0.366645,-34.663528,1.515783,-0.013778,-0.430850,1.291942,18.443040,0.316362,-0.511697,1.230024,22.587600,0.384096,1.510837,0.087936,0.004946,0.101714,0.080847,0.061918,4.144560,0.067734
1247,0.208115,0.366638,-34.694040,1.513678,-0.015250,-0.429129,1.290807,18.389404,0.315474,-0.519281,1.264846,22.320551,0.379788,1.543647,0.073650,0.029969,0.088900,0.090152,0.025961,3.931147,0.064314
1248,0.208124,0.366632,-34.720816,1.509749,-0.017987,-0.425245,1.288925,18.258859,0.313311,-0.514415,1.252994,22.320551,0.379788,1.531006,0.075771,0.021257,0.093758,0.089170,0.035931,4.061692,0.066477
1249,0.208141,0.366620,-34.772762,1.495380,-0.027894,-0.410080,1.282365,17.733467,0.304589,-0.504985,1.230024,22.320551,0.379788,1.506513,0.079914,0.011133,0.107808,0.094905,0.052341,4.587084,0.075199
1250,0.208228,0.366562,-34.838890,1.480054,-0.038331,-0.394236,1.275170,17.179722,0.295370,-0.498446,1.241389,21.876598,0.372609,1.511860,0.066498,0.031806,0.104829,0.104210,0.033781,4.696876,0.077239
1251,0.209114,0.365945,-35.189565,1.470208,-0.044979,-0.390920,1.267438,17.141509,0.294733,-0.465564,1.218893,20.904695,0.356815,1.473551,0.044000,0.003343,0.088979,0.074644,0.048545,3.763186,0.062082
1252,0.217259,0.360044,-36.104107,1.439381,-0.065717,-0.376148,1.238292,16.896870,0.290650,-0.465784,1.197306,21.257369,0.362558,1.459085,0.030856,0.019704,0.096573,0.089636,0.040986,4.360499,0.071908
1253,0.223276,0.355769,-34.581918,1.425062,-0.075328,-0.327186,1.234133,14.848317,0.256261,-0.441456,1.166514,20.728669,0.353943,1.434248,0.057132,0.009186,0.132460,0.114270,0.067619,5.880352,0.097682
1254,0.232688,0.349588,-32.268472,1.408845,-0.086212,-0.259442,1.227174,11.937355,0.206842,-0.359486,1.176575,16.989818,0.292202,1.419473,0.025396,0.010628,0.111608,0.100044,0.050599,5.052463,0.085360
1255,0.249936,0.338943,-31.702144,1.386587,-0.101136,-0.222899,1.198316,10.537155,0.182873,-0.297089,1.176575,14.171139,0.244819,1.407077,-0.026591,0.020490,0.074545,0.074190,0.021741,3.633984,0.061946
1256,0.278507,0.321852,-30.184903,1.358269,-0.120152,-0.160824,1.155590,7.923008,0.137842,-0.256328,1.119019,12.901840,0.223281,1.374675,-0.019211,0.016406,0.100941,0.095504,0.036571,4.978832,0.085439
