,my_x,my_y,my_az,enemy_x,enemy_y,u,v,theta,sin_theta,est_enemy_u,est_enemy_v,est_enemy_theta,est_enemy_sin_theta,est_enemy_x,est_enemy_y,diff_enemy_x,diff_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_sin_theta
363,0.125974,-0.293456,27.965910,0.999468,0.009160,0.142343,0.913404,-8.857618,-0.153980,0.182763,0.900718,-11.470042,-0.198856,1.007218,-0.032489,0.007750,0.041649,0.040420,0.012686,2.612424,0.044876
364,0.125927,-0.293480,27.965730,1.027931,0.009147,0.155700,0.938590,-9.418861,-0.163651,0.192021,0.925446,-11.721987,-0.203163,1.033354,-0.029097,0.005423,0.038244,0.036321,0.013144,2.303126,0.039512
365,0.125869,-0.293509,27.965397,1.062350,0.009123,0.171858,0.969045,-10.056706,-0.174623,0.207627,0.938155,-12.479226,-0.216086,1.051841,-0.036955,0.010509,0.046078,0.035769,0.030890,2.422520,0.041463
366,0.125797,-0.293546,27.964814,1.105142,0.009100,0.191936,1.006912,-10.792149,-0.187247,0.225444,0.971114,-13.069717,-0.226136,1.089237,-0.037283,0.015905,0.046383,0.033508,0.035798,2.277568,0.038889
367,0.125768,-0.293560,27.964525,1.122406,0.009102,0.200026,1.022194,-11.071882,-0.192040,0.241238,0.998915,-13.576977,-0.234752,1.121170,-0.038215,0.001236,0.047317,0.041212,0.023279,2.505095,0.042712
368,0.125727,-0.293581,27.964051,1.147304,0.009088,0.211705,1.044226,-11.460746,-0.198697,0.256380,1.028243,-14.000522,-0.241931,1.154135,-0.037865,0.006831,0.046953,0.044675,0.015983,2.539776,0.043234
369,0.125687,-0.293601,27.963547,1.170761,0.009078,0.222705,1.064987,-11.811237,-0.204688,0.278838,1.084050,-14.424849,-0.249110,1.213919,-0.031562,0.043158,0.040640,0.056133,0.019063,2.613612,0.044422
370,0.125637,-0.293627,27.962808,1.201289,0.009067,0.237016,1.092005,-12.245933,-0.212108,0.287833,1.119019,-14.424849,-0.249110,1.248978,-0.023150,0.047689,0.032217,0.050817,0.027014,2.178916,0.037002
371,0.125598,-0.293647,27.962174,1.224824,0.009069,0.248038,1.112839,-12.565143,-0.217549,0.289687,1.092562,-14.849986,-0.256289,1.226442,-0.037226,0.001618,0.046295,0.041649,0.020277,2.284843,0.038740
372,0.125550,-0.293671,27.961321,1.253458,0.009059,0.261458,1.138184,-12.937249,-0.223884,0.295490,1.101224,-15.020274,-0.259161,1.236770,-0.038330,0.016688,0.047389,0.034032,0.036960,2.083025,0.035277
373,0.125507,-0.293693,27.960485,1.274770,0.009053,0.271440,1.157057,-13.202545,-0.228394,0.314309,1.137479,-15.446592,-0.266340,1.277577,-0.037992,0.002807,0.047045,0.042869,0.019578,2.244047,0.037946
374,0.125472,-0.293711,27.959736,1.284693,0.009050,0.276080,1.165863,-13.322411,-0.230430,0.327954,1.166514,-15.702802,-0.270648,1.309589,-0.036464,0.024896,0.045514,0.051874,0.000651,2.380391,0.040218
375,0.125425,-0.293734,27.958671,1.287007,0.009048,0.277147,1.167964,-13.348853,-0.230879,0.326156,1.146972,-15.873788,-0.273519,1.291443,-0.044083,0.004436,0.053131,0.049009,0.020992,2.524935,0.042640
376,0.125390,-0.293752,27.957824,1.281796,0.009046,0.274689,1.163403,-13.284688,-0.229790,0.341560,1.207989,-15.788277,-0.272083,1.352529,-0.029118,0.070733,0.038164,0.066871,0.044586,2.503589,0.042293
377,0.125318,-0.293788,27.955959,1.255218,0.009050,0.262190,1.140018,-12.952070,-0.224136,0.332677,1.176575,-15.788277,-0.272083,1.320553,-0.036075,0.065335,0.045125,0.070487,0.036557,2.836207,0.047947
378,0.125279,-0.293808,27.954843,1.236244,0.009066,0.253259,1.123315,-12.705315,-0.219937,0.313147,1.101224,-15.873788,-0.273519,1.244805,-0.054190,0.008561,0.063256,0.059888,0.022091,3.168473,0.053582
379,0.125224,-0.293836,27.953202,1.205130,0.009071,0.238639,1.095902,-12.284720,-0.212770,0.305625,1.119019,-15.275961,-0.263468,1.256950,-0.039263,0.051820,0.048334,0.066986,0.023117,2.991241,0.050698
380,0.125192,-0.293852,27.952189,1.185609,0.009079,0.229463,1.078702,-12.009055,-0.208066,0.312487,1.137479,-15.361259,-0.264904,1.276445,-0.036708,0.090836,0.045787,0.083024,0.058777,3.352204,0.056838
381,0.125157,-0.293870,27.951001,1.163554,0.009093,0.219092,1.059270,-11.685853,-0.202546,0.277948,1.067455,-14.594805,-0.251982,1.198370,-0.039061,0.034816,0.048154,0.058856,0.008185,2.908952,0.049436
382,0.125112,-0.293893,27.949475,1.136604,0.009118,0.206411,1.035532,-11.272923,-0.195483,0.271593,1.075682,-14.170157,-0.244802,1.202622,-0.029644,0.066018,0.038762,0.065182,0.040150,2.897234,0.049319
383,0.125073,-0.293913,27.948042,1.112403,0.009139,0.195025,1.014212,-10.884648,-0.188832,0.269516,1.067455,-14.170157,-0.244802,1.194348,-0.031712,0.081945,0.040851,0.074491,0.053243,3.285509,0.055970
384,0.125037,-0.293931,27.946691,1.090400,0.009159,0.184672,0.994829,-10.516238,-0.182514,0.246714,1.028243,-13.492359,-0.233316,1.148993,-0.029989,0.058593,0.039148,0.062042,0.033414,2.976121,0.050802
385,0.125011,-0.293944,27.945695,1.074620,0.009177,0.177245,0.980930,-10.242294,-0.177811,0.235005,0.998915,-13.238686,-0.229008,1.117576,-0.033420,0.042956,0.042597,0.057760,0.017985,2.996392,0.051197
386,0.124970,-0.293965,27.944012,1.048820,0.009217,0.165091,0.958208,-9.775608,-0.169790,0.216408,0.964374,-12.647797,-0.218957,1.078314,-0.033227,0.029494,0.042444,0.051317,0.006166,2.872189,0.049167
387,0.124929,-0.293986,27.942315,1.023905,0.009254,0.153356,0.936266,-9.302183,-0.161641,0.216394,0.957711,-12.732125,-0.220393,1.072389,-0.036386,0.048484,0.045640,0.063038,0.021445,3.429942,0.058752
388,0.124891,-0.294005,27.940680,1.000686,0.009292,0.142417,0.915818,-8.839173,-0.153661,0.206143,0.944605,-12.310764,-0.213214,1.055976,-0.033517,0.055290,0.042809,0.063726,0.028787,3.471591,0.059553
389,0.124860,-0.294021,27.939286,0.981421,0.009325,0.133340,0.898853,-8.437988,-0.146739,0.200476,0.931769,-12.142410,-0.210342,1.041957,-0.034563,0.060536,0.043888,0.067136,0.032916,3.704422,0.063603
390,0.124805,-0.294049,27.936734,0.947348,0.009396,0.117275,0.868851,-7.687171,-0.133764,0.185108,0.919182,-11.386110,-0.197420,1.023592,-0.026952,0.076244,0.036348,0.067833,0.050331,3.698939,0.063656
391,0.124763,-0.294070,27.934665,0.920935,0.009455,0.104819,0.845595,-7.066296,-0.123018,0.168624,0.912974,-10.464452,-0.181625,1.010354,-0.015350,0.089419,0.024805,0.063805,0.067379,3.398156,0.058607
392,0.124727,-0.294089,27.932875,0.898717,0.009510,0.094337,0.826035,-6.515189,-0.113467,0.158470,0.865069,-10.380804,-0.180190,0.963246,-0.028867,0.064529,0.038377,0.064133,0.039034,3.865615,0.066723
393,0.124685,-0.294110,27.930701,0.872442,0.009576,0.081941,0.802902,-5.827191,-0.101528,0.149927,0.853507,-9.962897,-0.173010,0.948997,-0.026787,0.076555,0.036363,0.067986,0.050605,4.135706,0.071482
394,0.124637,-0.294134,27.928178,0.842879,0.009662,0.067984,0.776879,-5.001194,-0.087177,0.129045,0.803083,-9.128663,-0.158652,0.894630,-0.032014,0.051751,0.041676,0.061061,0.026204,4.127469,0.071475
395,0.124609,-0.294148,27.926641,0.825452,0.009714,0.059757,0.761539,-4.486705,-0.078228,0.120219,0.792193,-8.629069,-0.150037,0.880853,-0.029351,0.055401,0.039065,0.060462,0.030654,4.142364,0.071809
396,0.124586,-0.294160,27.925368,0.811235,0.009761,0.053040,0.749027,-4.050478,-0.070635,0.111235,0.786788,-8.047041,-0.139986,0.871852,-0.023973,0.060617,0.033734,0.058195,0.037761,3.996563,0.069351
397,0.124502,-0.294203,27.920461,0.758202,0.009944,0.027983,0.702352,-2.281586,-0.039811,0.095802,0.765433,-7.134089,-0.124192,0.845697,-0.020443,0.087495,0.030387,0.067819,0.063081,4.852503,0.084381
398,0.124468,-0.294220,27.918418,0.736917,0.010029,0.017918,0.683623,-1.501407,-0.026201,0.077757,0.694479,-6.388490,-0.111269,0.774527,-0.037763,0.037610,0.047792,0.059839,0.010856,4.887083,0.085068
399,0.124440,-0.294235,27.916704,0.719501,0.010098,0.009683,0.668298,-0.830066,-0.014487,0.066385,0.661979,-5.726650,-0.099783,0.740465,-0.042965,0.020964,0.053063,0.056702,0.006319,4.896584,0.085296
400,0.124400,-0.294255,27.914179,0.694297,0.010209,-0.002243,0.646124,0.198911,0.003472,0.062529,0.661979,-5.396023,-0.094039,0.738631,-0.039604,0.044334,0.049813,0.064772,0.015855,5.594934,0.097511
401,0.124366,-0.294272,27.912007,0.673038,0.010305,-0.012303,0.627421,1.123380,0.019605,0.040608,0.606931,-3.827813,-0.066758,0.679701,-0.046043,0.006663,0.056348,0.052911,0.020490,4.951193,0.086363
402,0.124324,-0.294294,27.909240,0.646475,0.010430,-0.024877,0.604053,2.358324,0.041149,0.033974,0.613737,-3.168440,-0.055272,0.682579,-0.037043,0.036104,0.047473,0.058851,0.009684,5.526764,0.096421
403,0.124303,-0.294304,27.907831,0.633212,0.010498,-0.031159,0.592386,3.010920,0.052526,0.019060,0.617292,-1.768558,-0.030862,0.678726,-0.022223,0.045514,0.032721,0.050219,0.024906,4.779478,0.083388
404,0.124244,-0.294334,27.903783,0.596093,0.010697,-0.048747,0.559740,4.977226,0.086760,0.016885,0.573561,-1.686253,-0.029426,0.639022,-0.040836,0.042929,0.051533,0.065632,0.013821,6.663479,0.116186
405,0.124198,-0.294358,27.900543,0.567085,0.010863,-0.062499,0.534231,6.672602,0.116196,0.002856,0.569165,-0.287462,-0.005017,0.628540,-0.030548,0.061455,0.041411,0.065355,0.034934,6.960064,0.121213
406,0.124164,-0.294375,27.898090,0.545533,0.010991,-0.072718,0.515279,8.032743,0.139739,-0.019242,0.569798,1.934131,0.033751,0.618738,-0.010760,0.073205,0.021751,0.053476,0.054519,6.098612,0.105988
407,0.123456,-0.294736,27.836445,0.572920,0.011323,-0.060766,0.540368,6.416155,0.111749,-0.020858,0.569151,2.098768,0.036622,0.617008,-0.010527,0.044088,0.021850,0.039908,0.028783,4.317387,0.075127
408,0.123410,-0.294759,27.831743,0.602980,0.011231,-0.046694,0.566954,4.708199,0.082081,-0.006959,0.569798,0.699768,0.012213,0.624046,-0.022579,0.021066,0.033810,0.039735,0.002844,4.008431,0.069868
409,0.123378,-0.294775,27.828445,0.623662,0.011177,-0.037023,0.585252,3.619703,0.063134,0.011243,0.580158,-1.110206,-0.019376,0.641689,-0.033885,0.018027,0.045062,0.048266,0.005094,4.729909,0.082510
410,0.123335,-0.294797,27.823898,0.651839,0.011103,-0.023852,0.610182,2.238514,0.039059,0.009863,0.597550,-0.945644,-0.016504,0.656404,-0.024610,0.004565,0.035713,0.033715,0.012632,3.184158,0.055563
411,0.123278,-0.294826,27.817758,0.689357,0.011008,-0.006324,0.643382,0.563147,0.009829,0.027546,0.628523,-2.509487,-0.043785,0.692022,-0.025882,0.002665,0.036890,0.033870,0.014859,3.072634,0.053614
412,0.123260,-0.294836,27.815769,0.701386,0.010981,-0.000710,0.654028,0.062169,0.001085,0.036425,0.610282,-3.415651,-0.059579,0.680022,-0.042276,0.021364,0.053257,0.037135,0.043746,3.477820,0.060664
413,0.123220,-0.294856,27.811375,0.727581,0.010931,0.011507,0.677219,-0.973449,-0.016989,0.051797,0.636443,-4.652754,-0.081117,0.710313,-0.043729,0.017268,0.054660,0.040290,0.040776,3.679305,0.064128
414,0.123185,-0.294874,27.807479,0.750518,0.010886,0.022201,0.697526,-1.823030,-0.031813,0.057332,0.657557,-4.982991,-0.086860,0.731553,-0.038834,0.018965,0.049720,0.035131,0.039969,3.159961,0.055047
415,0.123123,-0.294906,27.800427,0.791524,0.010809,0.041309,0.733836,-3.221894,-0.056203,0.069644,0.694479,-5.726650,-0.099783,0.769925,-0.032612,0.021599,0.043421,0.028335,0.039357,2.504756,0.043580
416,0.123081,-0.294927,27.795753,0.819312,0.010772,0.054241,0.758451,-4.090581,-0.071333,0.084132,0.714062,-6.719725,-0.117013,0.793984,-0.036370,0.025328,0.047142,0.029891,0.044389,2.629144,0.045680
417,0.123051,-0.294942,27.792132,0.838731,0.010742,0.063275,0.775653,-4.663648,-0.081306,0.098497,0.760162,-7.382885,-0.128499,0.841450,-0.027640,0.002719,0.038382,0.035222,0.015491,2.719237,0.047193
418,0.123011,-0.294963,27.787357,0.865425,0.010705,0.075688,0.799301,-5.409326,-0.094270,0.113564,0.786788,-8.213247,-0.142858,0.872012,-0.028637,0.006587,0.039342,0.037876,0.012513,2.803921,0.048588
419,0.122948,-0.294995,27.779837,0.906975,0.010653,0.094995,0.836119,-6.481826,-0.112888,0.124260,0.803083,-8.795525,-0.152909,0.891386,-0.030636,0.015589,0.041289,0.029265,0.033036,2.313699,0.040021
420,0.122899,-0.295020,27.773807,0.939662,0.010624,0.110165,0.865092,-7.257263,-0.126325,0.142248,0.853507,-9.462112,-0.164395,0.944362,-0.023161,0.004700,0.033785,0.032083,0.011585,2.204849,0.038070
421,0.122870,-0.295035,27.768443,0.954121,0.010610,0.116833,0.877922,-7.580332,-0.131916,0.163892,0.894665,-10.380804,-0.180190,0.990861,-0.023229,0.036740,0.033839,0.047059,0.016743,2.800472,0.048274
422,0.120017,-0.296508,26.323058,0.990604,0.010576,0.110804,0.916485,-6.893675,-0.120027,0.172548,0.919182,-10.631816,-0.184497,1.020400,-0.043570,0.029796,0.054146,0.061744,0.002697,3.738141,0.064470
423,0.116834,-0.297991,25.212276,1.013154,0.010561,0.102650,0.942368,-6.216604,-0.108287,0.157094,0.951123,-9.378720,-0.162960,1.044267,-0.034967,0.031113,0.045528,0.054444,0.008755,3.162116,0.054673
424,0.109487,-0.301389,24.796012,1.037600,0.010549,0.106061,0.973371,-6.218559,-0.108321,0.147166,0.951123,-8.795525,-0.152909,1.034642,-0.036097,0.002958,0.046646,0.041105,0.022248,2.576966,0.044588
425,0.092628,-0.309127,24.371182,1.065027,0.010531,0.110083,1.017656,-6.173869,-0.107546,0.153848,0.984839,-8.878781,-0.154344,1.053194,-0.042876,0.011833,0.053407,0.043765,0.032817,2.704912,0.046798
426,0.070527,-0.318872,23.519578,1.093023,0.010514,0.106018,1.068996,-5.663796,-0.098691,0.154904,1.020754,-8.629069,-0.150037,1.068297,-0.053563,0.024726,0.064077,0.048886,0.048242,2.965273,0.051346
427,0.028948,-0.336547,22.370487,1.130573,0.010507,0.098336,1.150806,-4.884067,-0.085140,0.151658,1.084050,-7.963964,-0.138550,1.089135,-0.064209,0.041438,0.074716,0.053322,0.066756,3.079897,0.053410
428,-0.001329,-0.348802,21.808973,1.153229,0.010494,0.095353,1.205407,-4.522942,-0.078858,0.144520,1.128164,-7.299938,-0.127064,1.099780,-0.063851,0.053449,0.074345,0.049167,0.077243,2.776996,0.048206
429,-0.055194,-0.369668,20.471313,1.186681,0.010479,0.078192,1.296399,-3.451581,-0.060205,0.144581,1.197306,-6.885427,-0.119884,1.117064,-0.086374,0.069617,0.096853,0.066389,0.099093,3.433846,0.059679
430,-0.103027,-0.387395,20.304856,1.216229,0.010470,0.084660,1.375342,-3.522445,-0.061440,0.118919,1.341559,-5.065576,-0.088296,1.196433,-0.033383,0.019796,0.043853,0.034259,0.033783,1.543131,0.026856
431,-0.146350,-0.403567,20.658226,1.248416,0.010468,0.104650,1.451153,-4.124753,-0.071928,0.124080,1.355346,-5.230778,-0.091168,1.165624,-0.041513,0.082792,0.051981,0.019430,0.095807,1.106025,0.019240
432,-0.187698,-0.418698,18.918508,1.282238,0.010458,0.070614,1.529673,-2.643049,-0.046114,0.149102,1.444794,-5.892035,-0.102654,1.227392,-0.091310,0.054846,0.101768,0.078488,0.084879,3.248986,0.056540
433,-0.208824,-0.425319,15.059233,1.294221,0.010454,-0.030290,1.564648,1.109056,0.019355,0.115578,1.529050,-4.322671,-0.075373,1.297744,-0.139654,0.003523,0.150108,0.145868,0.035598,5.431727,0.094728
434,-0.212306,-0.426191,13.054859,1.288309,0.010451,-0.086392,1.560461,3.168836,0.055278,0.012350,1.565489,-0.452000,-0.007889,1.315511,-0.084603,0.027202,0.095054,0.098742,0.005028,3.620836,0.063167
435,-0.212276,-0.426182,13.057210,1.274108,0.010451,-0.089534,1.546599,3.313214,0.057794,-0.041612,1.565489,1.522605,0.026571,1.303336,-0.031965,0.029228,0.042416,0.047922,0.018890,1.790609,0.031223
436,-0.212247,-0.426173,13.060261,1.255146,0.010475,-0.093758,1.528108,3.511017,0.061240,-0.051224,1.584331,1.851819,0.032315,1.319527,-0.018254,0.064381,0.028729,0.042534,0.056223,1.659198,0.028925
437,-0.212210,-0.426162,13.064922,1.228372,0.010474,-0.099683,1.501996,3.796974,0.066221,-0.051041,1.511435,1.934131,0.033751,1.248563,-0.034775,0.020191,0.045249,0.048642,0.009439,1.862843,0.032470
438,-0.212185,-0.426154,13.068368,1.207241,0.010479,-0.104373,1.481393,4.030177,0.070282,-0.059058,1.494211,2.263423,0.039494,1.229973,-0.030764,0.022732,0.041243,0.045315,0.012818,1.766754,0.030788
439,-0.212154,-0.426145,13.072902,1.180943,0.010492,-0.110215,1.455755,4.329602,0.075494,-0.061209,1.494211,2.345757,0.040930,1.229486,-0.028546,0.048543,0.039038,0.049006,0.038456,1.983845,0.034564
440,-0.212127,-0.426137,13.077108,1.157658,0.010516,-0.115399,1.433060,4.603865,0.080266,-0.062654,1.429045,2.510440,0.043801,1.165682,-0.041769,0.008024,0.052285,0.052745,0.004015,2.093425,0.036465
441,-0.212098,-0.426129,13.081537,1.133992,0.010534,-0.120661,1.409991,4.891195,0.085264,-0.071157,1.477368,2.757504,0.048109,1.210826,-0.022435,0.076834,0.032969,0.049504,0.067377,2.133691,0.037155
442,-0.212079,-0.426123,13.084628,1.117768,0.010549,-0.124271,1.394178,5.093617,0.088783,-0.081479,1.398581,3.334194,0.058160,1.131744,-0.030135,0.013976,0.040684,0.042792,0.004403,1.759423,0.030623
443,-0.212051,-0.426115,13.089114,1.094510,0.010572,-0.129449,1.371510,5.391867,0.093967,-0.086615,1.383850,3.581447,0.062467,1.116229,-0.028356,0.021719,0.038928,0.042834,0.012340,1.810420,0.031500
444,-0.212020,-0.426106,13.094197,1.068448,0.010606,-0.135264,1.346113,5.738082,0.099981,-0.082030,1.341559,3.499022,0.061032,1.076073,-0.042275,0.007625,0.052881,0.053234,0.004554,2.239060,0.038949
445,-0.211975,-0.426092,13.101613,1.031019,0.010666,-0.143629,1.309642,6.258628,0.109017,-0.095609,1.369441,3.993686,0.069647,1.100146,-0.022549,0.069127,0.033215,0.048020,0.059799,2.264942,0.039370
446,-0.211950,-0.426085,13.105747,1.010298,0.010701,-0.148266,1.289453,6.559254,0.114231,-0.103372,1.341559,4.406133,0.076826,1.071226,-0.021209,0.060928,0.031910,0.044894,0.052106,2.153121,0.037405
447,-0.211918,-0.426076,13.111045,0.983775,0.010747,-0.154206,1.263613,6.957740,0.121137,-0.107870,1.301959,4.736254,0.082569,1.031633,-0.025683,0.047858,0.036430,0.046336,0.038346,2.221486,0.038568
448,-0.211901,-0.426071,13.113901,0.969487,0.010776,-0.157412,1.249694,7.179201,0.124973,-0.115069,1.276953,5.149128,0.089748,1.005643,-0.024278,0.036156,0.035054,0.042343,0.027259,2.030073,0.035225
449,-0.211869,-0.426061,13.119070,0.943755,0.010836,-0.163196,1.224628,7.590608,0.132094,-0.118058,1.289322,5.231734,0.091184,1.017006,-0.018440,0.073251,0.029276,0.045138,0.064694,2.358874,0.040910
450,-0.211833,-0.426051,13.125051,0.914073,0.010905,-0.169874,1.195716,8.085823,0.140656,-0.122255,1.218893,5.727607,0.099799,0.947457,-0.030207,0.033384,0.041112,0.047619,0.023177,2.358216,0.040857
451,-0.211802,-0.426042,13.130080,0.889071,0.010968,-0.175508,1.171365,8.521353,0.148178,-0.128825,1.197306,6.141162,0.106978,0.924938,-0.028602,0.035867,0.039570,0.046683,0.025941,2.380191,0.041200
452,-0.211788,-0.426037,13.132495,0.877048,0.010999,-0.178219,1.159656,8.736999,0.151899,-0.139171,1.166514,6.803528,0.118465,0.892598,-0.025469,0.015550,0.036468,0.039048,0.006858,1.933471,0.033434
453,-0.211753,-0.426027,13.138130,0.848991,0.011083,-0.184562,1.132334,9.257385,0.160870,-0.140882,1.166514,6.886386,0.119901,0.892205,-0.023684,0.043214,0.034767,0.043680,0.034180,2.370999,0.040969
454,-0.211719,-0.426017,13.143764,0.821091,0.011171,-0.190879,1.105167,9.799154,0.170195,-0.139045,1.137479,6.969259,0.121337,0.864343,-0.031957,0.043252,0.043128,0.051834,0.032312,2.829895,0.048858
455,-0.211692,-0.426009,13.148139,0.799366,0.011244,-0.195806,1.084015,10.238931,0.177753,-0.144330,1.101224,7.466809,0.129952,0.827833,-0.034968,0.028467,0.046212,0.051476,0.017209,2.772122,0.047801
456,-0.211652,-0.425998,13.154673,0.766817,0.011359,-0.203200,1.052327,10.929060,0.189593,-0.161309,1.084050,8.463649,0.147182,0.807241,-0.022213,0.040424,0.033572,0.041891,0.031723,2.465411,0.042411
457,-0.211615,-0.425987,13.160649,0.737067,0.011475,-0.209974,1.023368,11.595009,0.200993,-0.161309,1.084050,8.463649,0.147182,0.807235,-0.022096,0.070168,0.033571,0.048665,0.060682,3.131360,0.053811
458,-0.211581,-0.425977,13.166019,0.710398,0.011591,-0.216064,0.997410,12.222833,0.211714,-0.173675,1.051399,9.379685,0.162976,0.772622,-0.017387,0.062224,0.028978,0.042389,0.053989,2.843148,0.048738
459,-0.211551,-0.425968,13.170983,0.685655,0.011702,-0.221721,0.973331,12.832803,0.222107,-0.183329,1.043561,9.963864,0.173027,0.762785,-0.009678,0.077130,0.021380,0.038392,0.070230,2.868939,0.049080
460,-0.211527,-0.425961,13.174691,0.667121,0.011787,-0.225964,0.955294,13.308086,0.230187,-0.180213,0.991831,10.298147,0.178770,0.713124,-0.024432,0.046003,0.036219,0.045751,0.036537,3.009939,0.051417
461,-0.211497,-0.425952,13.179599,0.642571,0.011910,-0.231598,0.931406,13.963624,0.241306,-0.186726,0.971114,10.884003,0.188821,0.691463,-0.022727,0.048892,0.034637,0.044872,0.039708,3.079621,0.052485
462,-0.211442,-0.425936,13.188202,0.599707,0.012141,-0.241459,0.889703,15.183936,0.261919,-0.191684,0.944605,11.471013,0.198872,0.664517,-0.023795,0.064810,0.035936,0.049775,0.054902,3.712923,0.063047
463,-0.211409,-0.425926,13.193497,0.573194,0.012294,-0.247575,0.863913,15.990932,0.275485,-0.200708,0.906820,12.480201,0.216102,0.625666,-0.023542,0.052472,0.035836,0.046867,0.042907,3.510731,0.059383
464,-0.211397,-0.425923,13.195444,0.563422,0.012351,-0.249832,0.854408,16.299094,0.280652,-0.213239,0.888660,13.493338,0.233332,0.605123,-0.015457,0.041701,0.027808,0.036593,0.034252,2.805756,0.047320
465,-0.211363,-0.425913,13.200733,0.536874,0.012516,-0.255974,0.828587,17.167410,0.295165,-0.215797,0.870905,13.916732,0.240512,0.587249,-0.016935,0.050375,0.029451,0.040177,0.042318,3.250678,0.054653
466,-0.211346,-0.425908,13.203375,0.523708,0.012596,-0.259020,0.815781,17.615248,0.302624,-0.225266,0.865069,14.595789,0.251998,0.579402,-0.009008,0.055694,0.021604,0.033754,0.049288,3.019459,0.050626
467,-0.211324,-0.425902,13.206862,0.506250,0.012718,-0.263077,0.798806,18.228665,0.312810,-0.226711,0.825194,15.362246,0.264921,0.540249,-0.016657,0.033999,0.029375,0.036366,0.026388,2.866419,0.047889
468,-0.211285,-0.425890,13.212985,0.475510,0.012935,-0.270226,0.768916,19.363401,0.331559,-0.226564,0.792193,15.960326,0.274972,0.508150,-0.024251,0.032640,0.037186,0.043662,0.023277,3.403075,0.056587
469,-0.211259,-0.425883,13.216963,0.455467,0.013080,-0.274896,0.749429,20.143381,0.344371,-0.224480,0.754919,16.560196,0.285023,0.472338,-0.034745,0.016871,0.047825,0.050416,0.005490,3.583185,0.059348
470,-0.211219,-0.425871,13.223123,0.424487,0.013309,-0.282122,0.719311,21.415686,0.365132,-0.239776,0.760162,17.506668,0.300817,0.473942,-0.018570,0.049455,0.031879,0.042346,0.040851,3.909018,0.064315
471,-0.211192,-0.425863,13.227241,0.403940,0.013482,-0.286939,0.699341,22.308278,0.379590,-0.249922,0.709107,19.414831,0.332405,0.421917,-0.020318,0.017977,0.033800,0.037017,0.009766,2.893447,0.047185
472,-0.211173,-0.425858,13.230167,0.391579,0.013589,-0.289836,0.687327,22.864414,0.388552,-0.250846,0.684943,20.114173,0.343892,0.398181,-0.024912,0.006602,0.038501,0.038990,0.002384,2.750241,0.044660
473,-0.211114,-0.425840,13.239229,0.374543,0.013754,-0.293785,0.670766,23.652655,0.401191,-0.251048,0.666462,20.640733,0.352507,0.380141,-0.028833,0.005598,0.042587,0.042737,0.004304,3.011922,0.048684
474,-0.211096,-0.425835,13.242048,0.375910,0.013738,-0.293423,0.672089,23.585254,0.400113,-0.349763,0.808569,23.391895,0.397018,0.495855,0.099844,0.119945,0.086106,0.056340,0.136480,0.193359,0.003095
475,-0.211060,-0.425825,13.247483,0.387245,0.013621,-0.290646,0.683086,23.049238,0.391522,-0.258091,0.666462,21.169122,0.361122,0.378524,-0.021877,0.008721,0.035498,0.032555,0.016624,1.880116,0.030400
476,-0.211025,-0.425814,13.252813,0.407564,0.013464,-0.285769,0.702818,22.126853,0.376658,-0.247815,0.689688,19.764119,0.338149,0.403484,-0.026489,0.004080,0.039953,0.037954,0.013130,2.362734,0.038509
477,-0.210993,-0.425805,13.257692,0.428859,0.013337,-0.280700,0.723508,21.204822,0.361703,-0.269954,0.754919,19.676725,0.336713,0.461897,0.010081,0.033038,0.003256,0.010746,0.031411,1.528097,0.024990
478,-0.210964,-0.425797,13.262025,0.450200,0.013243,-0.275657,0.744249,20.323766,0.347325,-0.242608,0.734236,18.284726,0.313739,0.448035,-0.021222,0.002165,0.034465,0.033049,0.010013,2.039040,0.033586
479,-0.210942,-0.425790,13.265272,0.466686,0.013172,-0.271761,0.760272,19.669572,0.336595,-0.248174,0.786788,17.506668,0.300817,0.497907,-0.003702,0.031221,0.016874,0.023587,0.026516,2.162904,0.035778
480,-0.210902,-0.425779,13.271315,0.497482,0.013044,-0.264485,0.790203,18.505679,0.317399,-0.243074,0.808569,16.731928,0.287894,0.520273,-0.003580,0.022791,0.016624,0.021411,0.018366,1.773751,0.029505
481,-0.210846,-0.425762,13.279604,0.539643,0.012896,-0.254539,0.831183,17.026521,0.292814,-0.233585,0.830794,15.703791,0.270664,0.544078,-0.007587,0.004435,0.020483,0.020954,0.000389,1.322730,0.022150
482,-0.210822,-0.425755,13.283130,0.557603,0.012836,-0.250301,0.848639,16.433133,0.282896,-0.226481,0.859270,14.765877,0.254870,0.573422,-0.007904,0.015819,0.020740,0.023820,0.010631,1.667256,0.028026
483,-0.210786,-0.425745,13.288462,0.584856,0.012745,-0.243868,0.875127,15.571343,0.268438,-0.207473,0.853507,13.662604,0.236204,0.572180,-0.027646,0.012676,0.040391,0.036395,0.021620,1.908739,0.032234
484,-0.210733,-0.425730,13.296178,0.624375,0.012632,-0.234549,0.913539,14.399546,0.248682,-0.210535,0.906820,13.070694,0.226153,0.623359,-0.012284,0.001016,0.024916,0.024014,0.006719,1.328852,0.022529
485,-0.210682,-0.425715,13.303683,0.662767,0.012532,-0.225495,0.950855,13.341210,0.230750,-0.203196,0.951123,12.059246,0.208923,0.668159,-0.009107,0.005392,0.021639,0.022299,0.000268,1.281964,0.021827
