,Unnamed: 0,my_x,my_y,my_qx,my_qy,my_qz,my_qw,my_ax,my_ay,my_az,enemy_x,enemy_y,enemy_qx,enemy_qy,enemy_qz,enemy_qw,enemy_ax,enemy_ay,enemy_az,circle_x,circle_y,circle_r,u,v,theta,est_enemy_theta,est_enemy_v,est_enemy_u,est_dx,est_dy,est_enemy_x,est_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_x,diff_enemy_y
863,1305,-0.324020,-0.020710,-0.002305,0.003108,0.593731,0.804654,-0.001059,0.443462,72.845042,0.063038,1.091444,0.002431,0.003001,-0.630948,0.775815,-0.000887,0.442573,-78.240952,326,120,12,0.041800,1.176840,-2.034244,-1.315062,1.186836,-0.027245,0.324033,1.142071,0.000013,1.121361,0.069045,0.009996,0.719182,0.063025,0.029917
864,1306,-0.324021,-0.020706,-0.002306,0.003108,0.593905,0.804526,-0.001057,0.443463,72.869817,0.057274,1.119139,0.002437,0.003011,-0.630928,0.775832,-0.000997,0.443914,-78.237965,316,122,13,0.028646,1.201587,-1.365667,-0.476026,1.207989,-0.010036,0.346215,1.157357,0.022194,1.136651,0.038682,0.006402,0.889641,0.035080,0.017512
865,1307,-0.324022,-0.020700,-0.002307,0.003107,0.594149,0.804346,-0.001054,0.443464,72.904550,0.049254,1.157717,0.002440,0.003012,-0.631205,0.775607,-0.000958,0.444156,-78.278807,311,124,14,0.010371,1.236080,-0.480697,-0.056509,1.230024,-0.001213,0.360424,1.176034,0.036402,1.155334,0.011584,0.006056,0.424188,0.012852,0.002383
866,1308,-0.324023,-0.020698,-0.002307,0.003107,0.594246,0.804274,-0.001053,0.443464,72.918429,0.046066,1.173099,0.002435,0.003005,-0.631245,0.775574,-0.001011,0.443191,-78.284738,303,124,13,0.003106,1.249843,-0.142388,0.614720,1.230024,0.013197,0.373914,1.171888,0.049891,1.151190,0.010091,0.019819,0.757108,0.003825,0.021909
867,1309,-0.324023,-0.020695,-0.002308,0.003107,0.594364,0.804187,-0.001052,0.443465,72.935194,0.042215,1.191684,0.002432,0.003000,-0.631272,0.775552,-0.000884,0.442568,-78.288826,298,125,13,-0.005663,1.266476,0.256179,1.034237,1.241389,0.022411,0.385713,1.180158,0.061690,1.159463,0.028074,0.025087,0.778058,0.019475,0.032221
868,1310,-0.324024,-0.020691,-0.002308,0.003106,0.594534,0.804061,-0.001050,0.443465,72.959504,0.036628,1.218645,0.002438,0.003009,-0.631255,0.775566,-0.001003,0.443819,-78.286270,293,127,13,-0.018366,1.290615,0.815277,1.453755,1.264846,0.032100,0.401350,1.199910,0.077326,1.179219,0.050466,0.025769,0.638478,0.040698,0.039426
869,1311,-0.324025,-0.020688,-0.002309,0.003106,0.594662,0.803967,-0.001049,0.443466,72.977660,0.032456,1.238740,0.002439,0.003007,-0.631276,0.775549,-0.000767,0.443605,-78.289326,286,126,9,-0.027827,1.308611,1.218179,2.041080,1.252994,0.044655,0.409506,1.185028,0.085481,1.164340,0.072482,0.055617,0.822901,0.053025,0.074400
870,1312,-0.324027,-0.020682,-0.002310,0.003105,0.594892,0.803796,-0.001046,0.443466,73.010502,0.025007,1.274824,0.002436,0.003004,-0.631560,0.775318,-0.001007,0.443176,-78.331255,283,132,12,-0.044741,1.340954,1.910952,2.292791,1.328070,0.053173,0.438910,1.254574,0.114883,1.233892,0.097914,0.012884,0.381839,0.089876,0.040932
871,1313,-0.324027,-0.020679,-0.002310,0.003105,0.595034,0.803691,-0.001045,0.443467,73.030743,0.020413,1.297085,0.002433,0.002999,-0.631588,0.775294,-0.000882,0.442591,-78.335495,276,134,13,-0.055157,1.360918,2.320888,2.880115,1.355346,0.068187,0.460788,1.276435,0.136761,1.255756,0.123344,0.005572,0.559227,0.116348,0.041329
872,1314,-0.324028,-0.020677,-0.002310,0.003105,0.595095,0.803646,-0.001044,0.443467,73.039428,0.018441,1.306642,0.002435,0.003001,-0.631586,0.775297,-0.000921,0.442861,-78.335096,271,134,12,-0.059623,1.369491,2.492906,3.299633,1.355346,0.078140,0.470114,1.273602,0.146086,1.252925,0.137763,0.014145,0.806727,0.127645,0.053717
873,1315,-0.324029,-0.020672,-0.002311,0.003104,0.595314,0.803484,-0.001042,0.443468,73.070661,0.011350,1.340964,0.002439,0.003004,-0.631598,0.775287,-0.000736,0.443472,-78.336885,267,137,10,-0.075652,1.400289,3.092473,3.635247,1.398581,0.088855,0.492260,1.312099,0.168231,1.291427,0.164507,0.001708,0.542774,0.156881,0.049537
874,1316,-0.324030,-0.020667,-0.002312,0.003104,0.595508,0.803340,-0.001040,0.443469,73.098395,0.005136,1.371189,0.002439,0.003006,-0.631864,0.775069,-0.001067,0.443586,-78.376298,263,138,12,-0.089705,1.427433,3.595945,3.970861,1.413644,0.098129,0.504878,1.324053,0.180848,1.303386,0.187834,0.013789,0.374916,0.175712,0.067803
875,1317,-0.324031,-0.020662,-0.002313,0.003103,0.595717,0.803185,-0.001037,0.443469,73.128216,-0.001552,1.403731,0.002435,0.002999,-0.631906,0.775035,-0.000896,0.442690,-78.382483,258,140,11,-0.104805,1.456676,4.115211,4.390379,1.444794,0.110927,0.525476,1.350411,0.201445,1.329749,0.215732,0.011882,0.275168,0.202997,0.073982
876,1318,-0.324032,-0.020660,-0.002313,0.003103,0.595818,0.803110,-0.001036,0.443470,73.142593,-0.004778,1.419429,0.002440,0.003007,-0.631891,0.775048,-0.001007,0.443703,-78.380189,251,141,12,-0.112077,1.470788,4.357636,4.977704,1.460899,0.127239,0.545419,1.361225,0.221387,1.340565,0.239316,0.009889,0.620068,0.226165,0.078864
877,1319,-0.324034,-0.020654,-0.002314,0.003102,0.596086,0.802911,-0.001033,0.443471,73.180870,-0.013226,1.460583,0.002436,0.002997,-0.632498,0.774552,-0.000939,0.442554,-78.470006,247,141,10,-0.131085,1.507807,4.968679,5.313318,1.460899,0.135866,0.552767,1.359093,0.228733,1.338439,0.266951,0.046908,0.344639,0.241959,0.122144
878,1320,-0.324035,-0.020650,-0.002315,0.003101,0.596251,0.802789,-0.001032,0.443471,73.204348,-0.012650,1.474328,0.002360,0.003010,-0.620484,0.784210,-0.001934,0.438278,-76.703611,242,146,8,-0.133886,1.521182,5.029888,5.732836,1.547065,0.155313,0.595726,1.436190,0.271691,1.415540,0.289199,0.025883,0.702948,0.284341,0.058788
879,1321,-0.324035,-0.020647,-0.002315,0.003101,0.596363,0.802705,-0.001030,0.443472,73.220404,-0.010231,1.477073,0.002335,0.003061,-0.608856,0.793271,-0.001295,0.441209,-75.014375,241,143,11,-0.131935,1.524543,4.946097,5.816739,1.494211,0.152217,0.577101,1.386647,0.253066,1.366000,0.284152,0.030332,0.870642,0.263297,0.111073
880,1322,-0.324036,-0.020645,-0.002316,0.003101,0.596474,0.802623,-0.001029,0.443472,73.236255,-0.009829,1.476622,0.002334,0.003072,-0.607220,0.794524,-0.001215,0.442141,-74.778156,242,145,11,-0.130997,1.524262,4.911995,5.732836,1.529050,0.153505,0.587999,1.419794,0.263963,1.399149,0.284502,0.004788,0.820841,0.273792,0.077473
881,1323,-0.324037,-0.020642,-0.002316,0.003100,0.596600,0.802530,-0.001028,0.443473,73.254169,-0.008618,1.472202,0.002330,0.003078,-0.605741,0.795653,-0.001178,0.442389,-74.564975,240,143,11,-0.128085,1.520417,4.815428,5.900643,1.494211,0.154429,0.578401,1.386350,0.254364,1.365708,0.282514,0.026206,1.085215,0.262982,0.106494
882,1324,-0.324037,-0.020640,-0.002316,0.003100,0.596684,0.802467,-0.001027,0.443473,73.266203,-0.007215,1.467157,0.002324,0.003085,-0.603815,0.797115,-0.001176,0.442637,-74.287853,242,143,10,-0.124969,1.516014,4.712392,5.732836,1.494211,0.150007,0.573876,1.387744,0.249839,1.367104,0.274976,0.021803,1.020444,0.257054,0.100053
883,1325,-0.324038,-0.020637,-0.002317,0.003100,0.596816,0.802369,-0.001025,0.443474,73.285074,-0.004364,1.457130,0.002306,0.003096,-0.599154,0.800625,-0.000982,0.442401,-73.619244,244,144,10,-0.118854,1.507269,4.508649,5.565029,1.511435,0.147266,0.575748,1.405218,0.251710,1.384581,0.266120,0.004166,1.056380,0.256074,0.072549
884,1326,-0.324039,-0.020632,-0.002318,0.003099,0.597030,0.802210,-0.001023,0.443474,73.315603,0.001211,1.438874,0.002263,0.003116,-0.588925,0.808178,-0.000696,0.441360,-72.162171,247,141,8,-0.107466,1.491441,4.121352,5.313318,1.460899,0.135866,0.549570,1.360389,0.225531,1.339757,0.243332,0.030542,1.191966,0.224320,0.099117
885,1327,-0.324041,-0.020626,-0.002319,0.003099,0.597289,0.802017,-0.001020,0.443475,73.352617,0.012664,1.405260,0.002233,0.003158,-0.578945,0.815358,-0.000914,0.443195,-70.753344,250,144,11,-0.085897,1.462581,3.361090,5.061607,1.511435,0.133871,0.561257,1.409733,0.237216,1.389107,0.219768,0.048854,1.700517,0.224552,0.016153
886,1328,-0.324041,-0.020623,-0.002319,0.003098,0.597384,0.801946,-0.001019,0.443476,73.366125,0.017537,1.391298,0.002238,0.003164,-0.578971,0.815339,-0.000866,0.444072,-70.756951,253,140,9,-0.076885,1.450615,3.033938,4.809897,1.444794,0.121574,0.530066,1.349533,0.206025,1.328910,0.198459,0.005821,1.775959,0.188488,0.062388
887,1329,-0.324042,-0.020621,-0.002320,0.003098,0.597502,0.801858,-0.001018,0.443476,73.383090,0.023626,1.373822,0.002235,0.003157,-0.578891,0.815396,-0.000580,0.443325,-70.745804,263,136,6,-0.065622,1.435632,2.617130,3.970861,1.383850,0.096061,0.487790,1.298587,0.163748,1.277966,0.161683,0.051782,1.353731,0.140122,0.095856
888,1330,-0.324043,-0.020616,-0.002320,0.003097,0.597723,0.801694,-0.001016,0.443477,73.414561,0.034898,1.341614,0.002230,0.003156,-0.578695,0.815535,-0.000923,0.442814,-70.718180,267,138,11,-0.044834,1.408012,1.823806,3.635247,1.413644,0.089812,0.489593,1.329193,0.165550,1.308577,0.134646,0.005632,1.811441,0.130652,0.033037
889,1331,-0.324044,-0.020614,-0.002321,0.003097,0.597810,0.801629,-0.001015,0.443478,73.426989,0.039354,1.328881,0.002228,0.003153,-0.578685,0.815542,-0.000871,0.442433,-70.716789,273,138,11,-0.036624,1.397088,1.501656,3.131826,1.413644,0.077348,0.477358,1.332854,0.153314,1.312240,0.113972,0.016556,1.630170,0.113960,0.016641
890,1332,-0.324045,-0.020609,-0.002321,0.003097,0.598006,0.801482,-0.001013,0.443478,73.455112,0.049442,1.300048,0.002234,0.003163,-0.578720,0.815517,-0.001000,0.443761,-70.721747,282,136,10,-0.018055,1.372334,0.753776,2.376694,1.383850,0.057437,0.449132,1.310198,0.125087,1.289589,0.075492,0.011516,1.622918,0.075645,0.010459
891,1333,-0.324046,-0.020606,-0.002322,0.003096,0.598127,0.801392,-0.001011,0.443479,73.472434,0.055639,1.282312,0.002237,0.003163,-0.578718,0.815519,-0.000785,0.443953,-70.721391,286,134,12,-0.006652,1.357097,0.280848,2.041080,1.355346,0.048303,0.431871,1.285606,0.107825,1.265000,0.054955,0.001751,1.760232,0.052186,0.017312
892,1334,-0.324047,-0.020601,-0.002323,0.003096,0.598338,0.801235,-0.001009,0.443480,73.502517,0.066342,1.251757,0.002232,0.003161,-0.578458,0.815703,-0.000928,0.443378,-70.684862,295,132,11,0.013002,1.330838,-0.559747,1.285948,1.328070,0.029812,0.405721,1.264930,0.081674,1.244329,0.016810,0.002768,1.845695,0.015332,0.007428
893,1335,-0.324048,-0.020599,-0.002323,0.003095,0.598466,0.801139,-0.001008,0.443480,73.520835,0.072868,1.233142,0.002227,0.003154,-0.578433,0.815721,-0.000871,0.442445,-70.681423,303,132,12,0.024967,1.314833,-1.087858,0.614720,1.328070,0.014249,0.390393,1.269475,0.066345,1.248876,0.010718,0.013237,1.702578,0.006523,0.015734
894,1336,-0.324048,-0.020596,-0.002324,0.003095,0.598583,0.801052,-0.001006,0.443481,73.537554,0.078829,1.216144,0.002228,0.003156,-0.578443,0.815714,-0.000933,0.442760,-70.682807,308,131,13,0.035885,1.300211,-1.580948,0.195202,1.314873,0.004480,0.376914,1.259701,0.052866,1.239105,0.031405,0.014662,1.776150,0.025963,0.022961
895,1337,-0.324049,-0.020592,-0.002324,0.003094,0.598758,0.800920,-0.001004,0.443481,73.562675,0.087778,1.190603,0.002236,0.003167,-0.578477,0.815690,-0.000928,0.444241,-70.687557,314,129,11,0.052268,1.278226,-2.341586,-0.308219,1.289322,-0.006936,0.358182,1.238590,0.034133,1.217998,0.059204,0.011096,2.033367,0.053645,0.027395
896,1338,-0.324050,-0.020588,-0.002325,0.003094,0.598933,0.800790,-0.001003,0.443482,73.587615,0.096598,1.165439,0.002234,0.003165,-0.578237,0.815859,-0.000861,0.443988,-70.653946,323,128,13,0.068397,1.256553,-3.115676,-1.063351,1.276953,-0.023702,0.338066,1.231618,0.014016,1.211030,0.092099,0.020400,2.052325,0.082582,0.045591
897,1339,-0.324051,-0.020584,-0.002326,0.003093,0.599106,0.800661,-0.001001,0.443483,73.612372,0.105364,1.140487,0.002227,0.003156,-0.578191,0.815892,-0.000886,0.442564,-70.647398,334,126,12,0.084392,1.235055,-3.908977,-1.986290,1.252994,-0.043455,0.311823,1.214351,-0.012228,1.193767,0.127847,0.017939,1.922687,0.117592,0.053280
898,1340,-0.324052,-0.020580,-0.002326,0.003093,0.599299,0.800516,-0.000999,0.443484,73.639990,0.115149,1.112634,0.002229,0.003160,-0.578207,0.815881,-0.000998,0.443137,-70.649691,340,124,13,0.102224,1.211042,-4.824881,-2.489711,1.230024,-0.053483,0.295146,1.195286,-0.028906,1.174706,0.155707,0.018982,2.335170,0.144055,0.062072
899,1341,-0.324053,-0.020578,-0.002327,0.003093,0.599377,0.800457,-0.000998,0.443484,73.651243,0.119135,1.101282,0.002233,0.003166,-0.578228,0.815866,-0.000987,0.443912,-70.652559,350,120,13,0.109483,1.201249,-5.207618,-3.328747,1.186836,-0.069030,0.267836,1.158279,-0.056217,1.137701,0.178513,0.014413,1.878871,0.175352,0.036419
900,1342,-0.324054,-0.020573,-0.002327,0.003092,0.599600,0.800290,-0.000995,0.443485,73.683180,0.130376,1.069260,0.002234,0.003167,-0.577983,0.816040,-0.000884,0.444130,-70.618214,361,120,12,0.129940,1.173609,-6.317957,-4.251686,1.186836,-0.088232,0.248761,1.163823,-0.075293,1.143250,0.218172,0.013227,2.066271,0.205669,0.073990
901,1343,-0.324055,-0.020569,-0.002328,0.003092,0.599776,0.800159,-0.000993,0.443486,73.708365,0.139241,1.044080,0.002226,0.003157,-0.577938,0.816071,-0.000894,0.442607,-70.611922,369,120,15,0.146031,1.151866,-7.225265,-4.922914,1.186836,-0.102226,0.234818,1.167858,-0.089237,1.147289,0.248257,0.034970,2.302351,0.228478,0.103209
902,1344,-0.324056,-0.020565,-0.002329,0.003091,0.599941,0.800035,-0.000992,0.443487,73.731949,0.147545,1.020490,0.002226,0.003158,-0.577944,0.816067,-0.000934,0.442767,-70.612704,375,116,12,0.161087,1.131483,-8.102616,-5.426335,1.146972,-0.108953,0.216713,1.131571,-0.107343,1.111006,0.270040,0.015489,2.676281,0.254888,0.090516
903,1345,-0.324057,-0.020562,-0.002329,0.003091,0.600101,0.799915,-0.000990,0.443487,73.754869,0.155612,0.997559,0.002234,0.003168,-0.577978,0.816043,-0.000949,0.444177,-70.617480,391,114,12,0.175701,1.111657,-8.981477,-6.768792,1.128164,-0.133902,0.187045,1.120579,-0.137012,1.100017,0.309603,0.016507,2.212685,0.292624,0.102458
904,1346,-0.324058,-0.020558,-0.002330,0.003090,0.600291,0.799772,-0.000988,0.443488,73.782095,0.165127,0.970514,0.002232,0.003167,-0.577730,0.816218,-0.000905,0.444047,-70.582747,400,115,12,0.192921,1.088259,-10.052663,-7.523924,1.137479,-0.150235,0.173431,1.134174,-0.150627,1.113616,0.343156,0.049220,2.528739,0.315754,0.143102
905,1347,-0.324059,-0.020555,-0.002331,0.003090,0.600408,0.799684,-0.000987,0.443489,73.798935,0.171017,0.953815,0.002227,0.003161,-0.577695,0.816244,-0.000954,0.443034,-70.577739,411,114,11,0.203558,1.073807,-10.733993,-8.446863,1.128164,-0.167536,0.153885,1.130106,-0.170174,1.109551,0.371094,0.054357,2.287130,0.341191,0.155736
906,1348,-0.324060,-0.020551,-0.002331,0.003089,0.600601,0.799540,-0.000985,0.443490,73.826495,0.180661,0.926473,0.002225,0.003157,-0.577685,0.816251,-0.000906,0.442609,-70.576359,421,106,15,0.220955,1.050132,-11.882095,-9.285898,1.059362,-0.173209,0.128728,1.065682,-0.195332,1.045131,0.394164,0.009230,2.596197,0.375993,0.118658
907,1349,-0.324061,-0.020546,-0.002332,0.003089,0.600827,0.799370,-0.000982,0.443491,73.858885,0.191988,0.894336,0.002233,0.003168,-0.577720,0.816226,-0.000874,0.444172,-70.581305,435,107,5,0.241365,1.022281,-13.284523,-10.460548,1.067455,-0.197081,0.107445,1.080165,-0.216616,1.059619,0.438446,0.045174,2.823975,0.408604,0.165283
908,1350,-0.324062,-0.020543,-0.002333,0.003088,0.600965,0.799266,-0.000981,0.443492,73.878693,0.198857,0.874847,0.002233,0.003169,-0.577478,0.816397,-0.000773,0.444230,-70.547335,445,100,17,0.253731,1.005380,-14.164158,-11.299583,1.013372,-0.202484,0.086863,1.029746,-0.237199,1.009203,0.456215,0.007992,2.864575,0.436056,0.134356
909,1351,-0.324063,-0.020541,-0.002333,0.003088,0.601075,0.799183,-0.000980,0.443492,73.894467,0.204343,0.859327,0.002227,0.003163,-0.577453,0.816415,-0.000959,0.443303,-70.543772,457,102,15,0.263585,0.991919,-14.881450,-12.306425,1.028243,-0.224314,0.069732,1.050113,-0.254331,1.029572,0.487899,0.036324,2.575025,0.458674,0.170245
910,1352,-0.324064,-0.020536,-0.002334,0.003087,0.601292,0.799020,-0.000977,0.443493,73.925593,0.215168,0.828698,0.002224,0.003158,-0.577436,0.816427,-0.000905,0.442606,-70.541456,467,97,16,0.283009,0.965337,-16.339621,-13.145461,0.991831,-0.231636,0.052044,1.017190,-0.272020,0.996654,0.514645,0.026494,3.194160,0.487188,0.167956
911,1353,-0.324065,-0.020533,-0.002334,0.003087,0.601409,0.798932,-0.000976,0.443494,73.942385,0.221010,0.812163,0.002229,0.003166,-0.577464,0.816407,-0.000998,0.443716,-70.545362,483,96,16,0.293481,0.950977,-17.150767,-14.487917,0.984839,-0.254475,0.027864,1.016803,-0.296201,0.996270,0.547956,0.033862,2.662850,0.517211,0.184107
912,1354,-0.324066,-0.020529,-0.002335,0.003086,0.601597,0.798791,-0.000974,0.443495,73.969298,0.230328,0.785743,0.002229,0.003161,-0.577355,0.816484,-0.000556,0.443250,-70.530043,499,92,16,0.310182,0.928016,-18.481778,-15.830374,0.957711,-0.271553,0.003481,0.995460,-0.320585,0.974931,0.581735,0.029695,2.651404,0.550913,0.189188
913,1355,-0.324067,-0.020524,-0.002336,0.003086,0.601825,0.798619,-0.000972,0.443496,74.002054,0.241640,0.753801,0.002224,0.003160,-0.577202,0.816592,-0.000911,0.442741,-70.508626,514,90,19,0.330392,0.900247,-20.153202,-17.088927,0.944605,-0.290399,-0.018816,0.988057,-0.342883,0.967533,0.620791,0.044358,3.064275,0.584523,0.213732
914,1356,-0.324068,-0.020522,-0.002336,0.003085,0.601927,0.798541,-0.000971,0.443496,74.016774,0.246728,0.739432,0.002222,0.003157,-0.577194,0.816598,-0.000870,0.442435,-70.507483,529,83,18,0.339473,0.887748,-20.926724,-18.347480,0.900718,-0.298712,-0.039147,0.948151,-0.363215,0.927629,0.638185,0.012970,2.579244,0.609943,0.188197
915,1357,-0.324069,-0.020518,-0.002337,0.003085,0.602116,0.798399,-0.000969,0.443497,74.043844,0.256087,0.712991,0.002228,0.003167,-0.577230,0.816572,-0.000993,0.443792,-70.512521,542,76,9,0.356161,0.864734,-22.385457,-19.438226,0.859270,-0.303241,-0.055343,0.909526,-0.379412,0.889008,0.659402,0.005464,2.947231,0.635499,0.176017
916,1358,-0.324070,-0.020514,-0.002338,0.003084,0.602312,0.798252,-0.000967,0.443498,74.071941,0.265746,0.685663,0.002228,0.003164,-0.577068,0.816687,-0.000697,0.443442,-70.489826,558,76,21,0.373375,0.840928,-23.941385,-20.780683,0.859270,-0.326074,-0.077746,0.915764,-0.401816,0.895250,0.699449,0.018342,3.160702,0.667562,0.209587
917,1359,-0.324071,-0.020511,-0.002338,0.003084,0.602459,0.798141,-0.000965,0.443499,74.093054,0.272995,0.665235,0.002226,0.003165,-0.576970,0.816756,-0.000933,0.443371,-70.476063,575,72,22,0.386257,0.823129,-25.138524,-22.207043,0.836424,-0.341458,-0.099140,0.897981,-0.423211,0.877470,0.727715,0.013295,2.931481,0.696206,0.212235
918,1360,-0.324072,-0.020506,-0.002339,0.003083,0.602677,0.797976,-0.000963,0.443500,74.124423,0.283096,0.636768,0.002225,0.003163,-0.576915,0.816795,-0.000854,0.443185,-70.468277,601,67,10,0.404213,0.798295,-26.855152,-24.388535,0.808569,-0.366588,-0.131422,0.878009,-0.455494,0.857503,0.770801,0.010274,2.466617,0.738590,0.220735
919,1361,-0.324072,-0.020505,-0.002339,0.003083,0.602745,0.797924,-0.000962,0.443501,74.134165,0.285358,0.630393,0.002226,0.003164,-0.576888,0.816814,-0.000843,0.443274,-70.464544,611,70,20,0.408267,0.792711,-27.249668,-25.227571,0.825194,-0.388792,-0.148385,0.900048,-0.472457,0.879543,0.797059,0.032483,2.022097,0.757815,0.249150
920,1362,-0.324073,-0.020501,-0.002340,0.003083,0.602920,0.797792,-0.000960,0.443501,74.159285,0.289047,0.620012,0.002222,0.003160,-0.576727,0.816927,-0.000839,0.442668,-70.442000,627,66,9,0.414999,0.783549,-27.907520,-26.570027,0.803083,-0.401629,-0.167164,0.882216,-0.491237,0.861715,0.816628,0.019534,1.337493,0.780284,0.241703
921,1363,-0.324074,-0.020498,-0.002341,0.003082,0.603092,0.797662,-0.000958,0.443502,74.183964,0.289917,0.617576,0.002221,0.003160,-0.576479,0.817103,-0.000836,0.442631,-70.407179,626,67,19,0.416840,0.781261,-28.082037,-26.486124,0.808569,-0.402893,-0.167265,0.887766,-0.491339,0.867268,0.819733,0.027308,1.595913,0.781256,0.249692
922,1364,-0.324075,-0.020494,-0.002341,0.003082,0.603254,0.797540,-0.000957,0.443503,74.207220,0.288241,0.622302,0.002227,0.003167,-0.576750,0.816912,-0.000853,0.443603,-70.445136,628,66,22,0.414260,0.785179,-27.816083,-26.653931,0.803083,-0.403100,-0.169318,0.882476,-0.493393,0.861982,0.817360,0.017904,1.162152,0.781634,0.239680
923,1365,-0.324076,-0.020491,-0.002342,0.003081,0.603394,0.797434,-0.000955,0.443504,74.227327,0.284605,0.632569,0.002229,0.003166,-0.577339,0.816495,-0.000898,0.443676,-70.527877,620,72,15,0.408247,0.793923,-27.212903,-25.982702,0.836424,-0.407639,-0.164932,0.915736,-0.489008,0.895245,0.815886,0.042501,1.230201,0.773613,0.262676
924,1366,-0.324077,-0.020488,-0.002343,0.003081,0.603578,0.797294,-0.000953,0.443505,74.253856,0.276994,0.654170,0.002231,0.003165,-0.578097,0.815959,-0.000997,0.443725,-70.634247,608,69,21,0.395429,0.812456,-25.952561,-24.975860,0.819624,-0.381777,-0.145024,0.892471,-0.469101,0.871983,0.777206,0.007168,0.976701,0.746095,0.217813
925,1367,-0.324078,-0.020483,-0.002344,0.003080,0.603815,0.797115,-0.000951,0.443506,74.287832,0.265723,0.686371,0.002237,0.003164,-0.578912,0.815381,-0.000906,0.444072,-70.748752,589,75,19,0.376343,0.840163,-24.129549,-23.381693,0.853507,-0.369022,-0.124099,0.921548,-0.448177,0.901065,0.745365,0.013344,0.747856,0.713900,0.214694
926,1368,-0.324079,-0.020479,-0.002344,0.003080,0.603969,0.796998,-0.000949,0.443507,74.310037,0.258326,0.707566,0.002231,0.003155,-0.578967,0.815342,-0.000897,0.442767,-70.756462,571,78,19,0.363818,0.858418,-22.968358,-21.871429,0.870905,-0.349597,-0.101051,0.932997,-0.425130,0.912518,0.713415,0.012487,1.096929,0.683456,0.204952
927,1369,-0.324081,-0.020474,-0.002345,0.003079,0.604218,0.796809,-0.000946,0.443508,74.345892,0.246375,0.741812,0.002235,0.003162,-0.578960,0.815346,-0.000981,0.443681,-70.755529,556,79,19,0.343610,0.887937,-21.155202,-20.612876,0.876781,-0.329785,-0.080972,0.933246,-0.405053,0.912772,0.673395,0.011156,0.542326,0.651428,0.170960
928,1370,-0.324081,-0.020472,-0.002346,0.003079,0.604358,0.796703,-0.000945,0.443509,74.365963,0.239686,0.760958,0.002237,0.003163,-0.578952,0.815352,-0.000835,0.443911,-70.754342,543,84,21,0.332320,0.904450,-20.174736,-19.522130,0.906820,-0.321516,-0.065240,0.959916,-0.389321,0.939444,0.653836,0.002370,0.652606,0.629007,0.178486
929,1371,-0.324082,-0.020469,-0.002346,0.003078,0.604489,0.796604,-0.000944,0.443510,74.384823,0.233467,0.778799,0.002239,0.003166,-0.579170,0.815197,-0.000911,0.444346,-70.785024,525,87,18,0.321828,0.919846,-19.283469,-18.011866,0.925446,-0.300908,-0.040695,0.972286,-0.364777,0.951817,0.622736,0.005600,1.271603,0.598244,0.173018
930,1372,-0.324084,-0.020464,-0.002347,0.003077,0.604745,0.796410,-0.000941,0.443511,74.421627,0.221324,0.813669,0.002231,0.003153,-0.579250,0.815141,-0.000883,0.442566,-70.796187,511,89,18,0.301360,0.949963,-17.600781,-16.837217,0.938155,-0.283911,-0.021534,0.979937,-0.345618,0.959473,0.585271,0.011808,0.763564,0.566942,0.145804
931,1373,-0.324084,-0.020461,-0.002348,0.003077,0.604873,0.796312,-0.000940,0.443512,74.440067,0.215237,0.831150,0.002233,0.003156,-0.579246,0.815143,-0.000938,0.442975,-70.795723,497,94,16,0.291114,0.965071,-16.785943,-15.662567,0.971114,-0.272283,-0.001807,1.008562,-0.325891,0.988101,0.563397,0.006043,1.123376,0.541128,0.156951
932,1374,-0.324085,-0.020458,-0.002348,0.003077,0.605024,0.796198,-0.000938,0.443513,74.461778,0.208067,0.851731,0.002239,0.003165,-0.579220,0.815162,-0.000942,0.444246,-70.792004,484,94,16,0.279060,0.982866,-15.850556,-14.571821,0.971114,-0.252446,0.016923,1.003247,-0.307162,0.982789,0.531506,0.011752,1.278735,0.515229,0.131058
933,1375,-0.324086,-0.020455,-0.002349,0.003076,0.605196,0.796067,-0.000936,0.443514,74.486528,0.199961,0.875012,0.002241,0.003168,-0.579443,0.815003,-0.001041,0.444658,-70.823387,469,101,14,0.265449,1.003007,-14.823638,-13.313268,1.020754,-0.241546,0.040270,1.048170,-0.283816,1.027715,0.506995,0.017747,1.510370,0.483777,0.152703
934,1376,-0.324087,-0.020451,-0.002349,0.003076,0.605363,0.795940,-0.000934,0.443515,74.510571,0.192104,0.897622,0.002234,0.003156,-0.579503,0.814961,-0.000984,0.443051,-70.831863,458,97,13,0.252262,1.022583,-13.857654,-12.390329,0.991831,-0.217893,0.054900,1.013998,-0.269187,0.993547,0.470155,0.030752,1.467325,0.461291,0.095925
935,1377,-0.324088,-0.020448,-0.002350,0.003075,0.605506,0.795831,-0.000933,0.443515,74.531141,0.185382,0.916971,0.002232,0.003152,-0.579528,0.814943,-0.000881,0.442573,-70.835297,451,105,14,0.240991,1.039345,-13.054408,-11.803004,1.051399,-0.219706,0.068676,1.071911,-0.255412,1.051463,0.460697,0.012054,1.251404,0.440794,0.134492
