,Unnamed: 0,my_x,my_y,my_qx,my_qy,my_qz,my_qw,my_ax,my_ay,my_az,enemy_x,enemy_y,enemy_qx,enemy_qy,enemy_qz,enemy_qw,enemy_ax,enemy_ay,enemy_az,circle_x,circle_y,circle_r,u,v,theta,est_enemy_theta,est_enemy_v,est_enemy_u,est_dx,est_dy,est_enemy_x,est_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_x,diff_enemy_y
313,538,0.291962,0.128939,-0.003323,0.001990,0.856371,0.516347,-0.001389,0.443878,117.824382,-0.007579,1.280856,0.002720,0.002730,-0.707121,0.707082,-0.000843,0.441597,-90.003186,500,115,11,0.272763,1.158550,-13.248182,-15.914278,1.137479,-0.324326,-0.817761,0.854583,-0.525799,0.983522,0.597089,0.021071,2.666096,0.518220,0.297334
314,539,0.291970,0.128923,-0.003324,0.001990,0.856377,0.516336,-0.001389,0.443879,117.825859,-0.007578,1.281575,0.002720,0.002730,-0.707116,0.707087,-0.000842,0.441608,-90.002357,498,116,7,0.273130,1.159196,-13.258232,-15.746471,1.146972,-0.323403,-0.821399,0.863388,-0.529429,0.992311,0.596533,0.012224,2.488239,0.521851,0.289264
315,540,0.291986,0.128891,-0.003324,0.001990,0.856391,0.516314,-0.001389,0.443881,117.828875,-0.007576,1.279828,0.002721,0.002731,-0.707109,0.707094,-0.000848,0.441744,-90.001212,501,119,13,0.272378,1.157672,-13.239814,-15.998181,1.176575,-0.337337,-0.847586,0.883019,-0.555600,1.011910,0.609715,0.018903,2.758367,0.548024,0.267918
316,541,0.292005,0.128853,-0.003324,0.001990,0.856406,0.516288,-0.001389,0.443883,117.832273,-0.007575,1.272923,0.002723,0.002734,-0.707102,0.707101,-0.000876,0.442170,-90.000086,502,120,13,0.269225,1.151591,-13.158569,-16.082085,1.186836,-0.342161,-0.856695,0.889791,-0.564690,1.018644,0.611386,0.035245,2.923516,0.557115,0.254279
317,542,0.292035,0.128793,-0.003324,0.001989,0.856431,0.516248,-0.001388,0.443886,117.837699,-0.007578,1.251598,0.002729,0.002740,-0.707117,0.707086,-0.000933,0.443147,-90.002546,498,117,14,0.259375,1.132777,-12.896833,-15.746471,1.156649,-0.326132,-0.828508,0.870501,-0.536473,0.999294,0.585507,0.023872,2.849638,0.528895,0.252304
318,543,0.292059,0.128745,-0.003324,0.001989,0.856450,0.516216,-0.001388,0.443889,117.841949,-0.007596,1.230614,0.002720,0.002729,-0.707232,0.706971,-0.000763,0.441524,-90.021101,496,117,15,0.249644,1.114265,-12.628206,-15.578663,1.156649,-0.322478,-0.825342,0.872146,-0.533283,1.000891,0.572122,0.042384,2.950457,0.525687,0.229723
319,544,0.292084,0.128695,-0.003324,0.001989,0.856469,0.516184,-0.001388,0.443892,117.846249,-0.007601,1.205564,0.002728,0.002737,-0.707256,0.706947,-0.000822,0.442755,-90.025106,493,112,15,0.238023,1.092155,-12.294741,-15.326953,1.110041,-0.304234,-0.787506,0.839395,-0.495422,0.968090,0.542257,0.017886,3.032212,0.487821,0.237474
320,545,0.292108,0.128647,-0.003324,0.001989,0.856488,0.516152,-0.001388,0.443895,117.850439,-0.007612,1.178544,0.002729,0.002740,-0.707315,0.706888,-0.000993,0.443182,-90.034633,489,112,15,0.225472,1.068306,-11.917686,-14.991339,1.110041,-0.297255,-0.781397,0.842598,-0.489289,0.971245,0.522727,0.041735,3.073653,0.481677,0.207299
321,546,0.292127,0.128608,-0.003324,0.001989,0.856502,0.516128,-0.001388,0.443897,117.853650,-0.007627,1.157491,0.002737,0.002749,-0.707380,0.706822,-0.001117,0.444484,-90.045218,485,104,11,0.215684,1.049730,-11.610736,-14.655725,1.043561,-0.272911,-0.728860,0.795150,-0.436733,0.923758,0.488595,0.006169,3.044989,0.429106,0.233733
322,547,0.292154,0.128554,-0.003324,0.001989,0.856523,0.516095,-0.001387,0.443901,117.858164,-0.007658,1.127548,0.002736,0.002745,-0.707503,0.706700,-0.000941,0.444154,-90.065055,481,107,16,0.201748,1.023315,-11.152932,-14.320110,1.067455,-0.272490,-0.739715,0.816414,-0.447561,0.944968,0.474238,0.044140,3.167178,0.439903,0.182580
323,548,0.292179,0.128506,-0.003324,0.001989,0.856541,0.516065,-0.001387,0.443903,117.862156,-0.007685,1.100593,0.002727,0.002736,-0.707496,0.706707,-0.000927,0.442691,-90.063987,478,107,14,0.189199,0.999538,-10.718498,-14.068400,1.067455,-0.267500,-0.735361,0.818694,-0.443182,0.947200,0.456699,0.067917,3.349902,0.435497,0.153393
324,549,0.292197,0.128468,-0.003324,0.001989,0.856554,0.516042,-0.001387,0.443905,117.865178,-0.007707,1.079831,0.002729,0.002738,-0.707531,0.706671,-0.001010,0.442925,-90.069685,476,100,7,0.179530,0.981225,-10.368443,-13.900593,1.013372,-0.250795,-0.695358,0.778652,-0.403161,0.907120,0.430325,0.032147,3.532150,0.395454,0.172711
325,550,0.292220,0.128424,-0.003324,0.001989,0.856570,0.516016,-0.001387,0.443906,117.868691,-0.007739,1.055272,0.002737,0.002747,-0.707600,0.706602,-0.001119,0.444382,-90.080880,467,96,17,0.168082,0.959568,-9.935376,-13.145461,0.984839,-0.230003,-0.663687,0.763104,-0.371467,0.891528,0.398085,0.025271,3.210085,0.363728,0.163744
326,551,0.292243,0.128378,-0.003325,0.001988,0.856586,0.515989,-0.001387,0.443908,117.872286,-0.007784,1.029816,0.002739,0.002745,-0.707772,0.706430,-0.000888,0.444379,-90.108756,464,98,13,0.156203,0.937127,-9.463217,-12.893750,0.998915,-0.228667,-0.669135,0.776130,-0.376892,0.904508,0.384870,0.061788,3.430533,0.369108,0.125308
327,552,0.292254,0.128355,-0.003325,0.001988,0.856594,0.515976,-0.001387,0.443909,117.874059,-0.007804,1.017094,0.002734,0.002742,-0.707767,0.706436,-0.001085,0.443749,-90.107864,459,91,17,0.150267,0.925911,-9.218236,-12.474233,0.951123,-0.210410,-0.630676,0.742398,-0.338422,0.870753,0.360677,0.025212,3.255997,0.330618,0.146341
328,553,0.292292,0.128279,-0.003325,0.001988,0.856620,0.515933,-0.001387,0.443912,117.879821,-0.007879,0.974859,0.002730,0.002737,-0.707787,0.706415,-0.001026,0.442951,-90.111185,455,91,9,0.130546,0.888683,-8.356894,-12.138618,0.951123,-0.204574,-0.625591,0.745064,-0.333299,0.873343,0.335120,0.062440,3.781724,0.325420,0.101516
329,554,0.292312,0.128240,-0.003325,0.001988,0.856633,0.515911,-0.001387,0.443913,117.882716,-0.007923,0.953055,0.002738,0.002746,-0.707843,0.706359,-0.001108,0.444301,-90.120209,451,90,6,0.120356,0.869468,-7.881067,-11.803004,0.944605,-0.197390,-0.616231,0.742631,-0.323919,0.870871,0.317746,0.075137,3.921937,0.315996,0.082184
330,555,0.292326,0.128211,-0.003325,0.001988,0.856643,0.515895,-0.001387,0.443914,117.884847,-0.007963,0.936788,0.002734,0.002743,-0.707931,0.706271,-0.001281,0.443812,-90.134490,442,81,18,0.112746,0.855137,-7.510878,-11.047872,0.888660,-0.173509,-0.568985,0.704327,-0.276659,0.832538,0.286255,0.033523,3.536994,0.268696,0.104250
331,556,0.292352,0.128159,-0.003325,0.001988,0.856660,0.515867,-0.001386,0.443916,117.888582,-0.008033,0.907888,0.002733,0.002739,-0.708051,0.706150,-0.001100,0.443410,-90.154018,437,79,18,0.099223,0.829677,-6.819761,-10.628355,0.876781,-0.164534,-0.555543,0.697990,-0.263191,0.826149,0.263757,0.047104,3.808594,0.255158,0.081739
332,557,0.292379,0.128107,-0.003325,0.001988,0.856676,0.515840,-0.001386,0.443918,117.892262,-0.008108,0.878651,0.002729,0.002734,-0.708061,0.706141,-0.000997,0.442678,-90.155608,432,74,20,0.085533,0.803923,-6.073126,-10.208837,0.847780,-0.152675,-0.531538,0.677869,-0.239159,0.805976,0.238208,0.043857,4.135711,0.231051,0.072675
333,558,0.292394,0.128077,-0.003325,0.001988,0.856685,0.515825,-0.001386,0.443919,117.894298,-0.008153,0.862122,0.002734,0.002740,-0.708095,0.706107,-0.001156,0.443578,-90.161095,424,68,20,0.077790,0.789366,-5.628168,-9.537609,0.814083,-0.136780,-0.501750,0.655505,-0.209356,0.783582,0.214570,0.024717,3.909441,0.201203,0.078540
334,559,0.292426,0.128013,-0.003325,0.001988,0.856705,0.515792,-0.001385,0.443922,117.898673,-0.008264,0.825866,0.002737,0.002740,-0.708336,0.705864,-0.000975,0.443816,-90.200321,418,63,17,0.060789,0.757442,-4.588492,-9.034187,0.786788,-0.125096,-0.478702,0.636811,-0.186276,0.764824,0.185885,0.029346,4.445695,0.178012,0.061042
335,560,0.292443,0.127979,-0.003325,0.001988,0.856715,0.515775,-0.001385,0.443923,117.900912,-0.008328,0.806919,0.002735,0.002740,-0.708381,0.705820,-0.001155,0.443631,-90.207501,410,58,20,0.051897,0.740763,-4.007528,-8.362959,0.760162,-0.111749,-0.454472,0.619507,-0.162029,0.747486,0.163646,0.019399,4.355431,0.153701,0.059433
336,561,0.292472,0.127922,-0.003325,0.001988,0.856732,0.515748,-0.001385,0.443925,117.904570,-0.008439,0.775188,0.002730,0.002733,-0.708387,0.705813,-0.000999,0.442667,-90.208572,406,52,16,0.036997,0.712834,-2.971069,-8.027345,0.729142,-0.102829,-0.432112,0.596239,-0.139640,0.724161,0.139826,0.016308,5.056276,0.131201,0.051027
337,562,0.292487,0.127892,-0.003325,0.001988,0.856740,0.515733,-0.001384,0.443926,117.906486,-0.008501,0.758157,0.002735,0.002739,-0.708422,0.705779,-0.001161,0.443602,-90.214141,389,46,5,0.028996,0.697845,-2.379311,-6.600985,0.699314,-0.080926,-0.398815,0.580117,-0.106328,0.708009,0.109922,0.001469,4.221674,0.097827,0.050148
338,563,0.292506,0.127855,-0.003325,0.001988,0.856751,0.515716,-0.001384,0.443927,117.908811,-0.008584,0.737108,0.002741,0.002745,-0.708477,0.705723,-0.001192,0.444445,-90.223162,385,46,24,0.019099,0.679323,-1.610443,-6.265371,0.699314,-0.076777,-0.395172,0.582042,-0.102666,0.709897,0.095876,0.019991,4.654928,0.094082,0.027211
339,564,0.292529,0.127808,-0.003325,0.001987,0.856764,0.515695,-0.001384,0.443929,117.911654,-0.008693,0.710946,0.002739,0.002740,-0.708773,0.705426,-0.001085,0.443921,-90.271265,373,41,22,0.006791,0.656307,-0.592879,-5.258528,0.675598,-0.062180,-0.371201,0.567899,-0.078672,0.695707,0.068971,0.019291,4.665649,0.069979,0.015239
340,565,0.292553,0.127760,-0.003325,0.001987,0.856777,0.515673,-0.001383,0.443931,117.914529,-0.008818,0.683737,0.002732,0.002731,-0.708762,0.705437,-0.000979,0.442612,-90.269367,370,34,28,-0.006023,0.632375,0.545670,-5.006817,0.644676,-0.056479,-0.351715,0.543225,-0.059162,0.670985,0.050456,0.012301,5.552487,0.050344,0.012752
341,566,0.292563,0.127740,-0.003325,0.001987,0.856782,0.515665,-0.001383,0.443932,117.915668,-0.008869,0.672734,0.002732,0.002731,-0.708771,0.705428,-0.000984,0.442645,-90.270898,358,26,28,-0.011206,0.622699,1.030977,-3.999975,0.613737,-0.042916,-0.325257,0.522229,-0.032694,0.649969,0.031710,0.008962,5.030952,0.023825,0.022765
342,567,0.292598,0.127672,-0.003326,0.001987,0.856799,0.515636,-0.001382,0.443934,117.919556,-0.009057,0.634153,0.002742,0.002743,-0.708860,0.705338,-0.001179,0.444466,-90.285395,343,22,26,-0.029394,0.588774,2.858047,-2.741422,0.600561,-0.028757,-0.306611,0.517194,-0.014013,0.644866,0.000637,0.011787,5.599469,0.004956,0.010713
343,568,0.292621,0.127625,-0.003326,0.001987,0.856811,0.515616,-0.001382,0.443936,117.922143,-0.009197,0.607746,0.002741,0.002738,-0.709209,0.704988,-0.001073,0.443932,-90.342069,340,18,19,-0.041855,0.565560,4.232518,-2.489711,0.589268,-0.025622,-0.298576,0.508670,-0.005955,0.636295,0.016233,0.023708,6.722229,0.003242,0.028549
344,569,0.292637,0.127593,-0.003326,0.001987,0.856819,0.515603,-0.001382,0.443937,117.923883,-0.009302,0.589532,0.002735,0.002731,-0.709196,0.705001,-0.001015,0.442895,-90.339981,316,14,21,-0.050459,0.549553,5.246110,-0.476026,0.580158,-0.004820,-0.275946,0.510353,0.016691,0.637946,0.045639,0.030605,5.722136,0.025993,0.048414
345,570,0.292659,0.127551,-0.003326,0.001987,0.856829,0.515587,-0.001381,0.443939,117.926118,-0.009443,0.565532,0.002734,0.002730,-0.709211,0.704985,-0.000992,0.442730,-90.342424,313,7,19,-0.061802,0.528463,6.670261,-0.224316,0.570476,-0.002233,-0.269146,0.502999,0.023513,0.630550,0.059569,0.042013,6.894577,0.032956,0.065018
346,571,0.292676,0.127515,-0.003326,0.001987,0.856837,0.515573,-0.001381,0.443940,117.927936,-0.009563,0.545490,0.002741,0.002738,-0.709256,0.704941,-0.001111,0.443991,-90.349659,295,1,20,-0.071276,0.510853,7.942871,1.285948,0.569798,0.012791,-0.255570,0.509429,0.037106,0.636944,0.084067,0.058945,6.656923,0.046669,0.091454
347,589,0.293104,0.126669,-0.003326,0.001986,0.856977,0.515340,-0.001367,0.443972,117.959076,-0.009857,0.591554,0.002738,0.002742,-0.708228,0.705973,-0.000998,0.444019,-90.182697,300,2,20,-0.049643,0.552665,5.132817,0.866430,0.569360,0.008611,-0.259334,0.506943,0.033770,0.633612,0.058254,0.016695,4.266387,0.043627,0.042058
348,590,0.293127,0.126623,-0.003326,0.001986,0.856981,0.515333,-0.001366,0.443974,117.960070,-0.009784,0.618487,0.002739,0.002742,-0.707978,0.706224,-0.000828,0.444125,-90.142087,309,3,28,-0.036940,0.576473,3.666478,0.111298,0.569151,0.001106,-0.265874,0.503235,0.027253,0.629858,0.038046,0.007322,3.555180,0.037037,0.011371
349,591,0.293140,0.126597,-0.003326,0.001986,0.856984,0.515329,-0.001366,0.443974,117.960580,-0.009744,0.633193,0.002734,0.002740,-0.707990,0.706211,-0.001036,0.443513,-90.144148,317,10,21,-0.030004,0.589473,2.913811,-0.559930,0.573561,-0.005605,-0.273873,0.503982,0.019267,0.630579,0.024399,0.015912,3.473741,0.029011,0.002614
350,592,0.293173,0.126532,-0.003326,0.001986,0.856989,0.515320,-0.001364,0.443977,117.961798,-0.009644,0.671417,0.002729,0.002734,-0.707987,0.706215,-0.000960,0.442664,-90.143619,338,20,26,-0.011979,0.623261,1.101091,-2.321904,0.594661,-0.024112,-0.300123,0.513935,-0.006950,0.640467,0.012133,0.028600,3.422995,0.002694,0.030950
351,593,0.293196,0.126487,-0.003327,0.001986,0.856993,0.515314,-0.001363,0.443979,117.962546,-0.009582,0.697722,0.002737,0.002743,-0.707926,0.706276,-0.001016,0.444046,-90.133745,356,21,9,0.000419,0.646517,-0.037120,-3.832168,0.597550,-0.040026,-0.315541,0.509020,-0.022345,0.635507,0.040445,0.048967,3.795048,0.012763,0.062215
352,594,0.293217,0.126445,-0.003327,0.001986,0.856995,0.515310,-0.001362,0.443980,117.963178,-0.009533,0.722156,0.002737,0.002743,-0.707740,0.706463,-0.000871,0.444086,-90.103497,363,32,25,0.011928,0.668122,-1.022761,-4.419493,0.636443,-0.049189,-0.341877,0.539073,-0.048660,0.665518,0.061117,0.031679,3.396732,0.039127,0.056638
353,595,0.293240,0.126400,-0.003327,0.001986,0.856998,0.515305,-0.001361,0.443982,117.963781,-0.009482,0.748089,0.002728,0.002736,-0.707761,0.706441,-0.000987,0.442739,-90.106920,374,39,25,0.024141,0.691054,-2.000719,-5.342432,0.666462,-0.062324,-0.367560,0.559425,-0.074320,0.685825,0.086465,0.024592,3.341713,0.064838,0.062264
354,596,0.293255,0.126371,-0.003327,0.001986,0.857000,0.515302,-0.001361,0.443983,117.964147,-0.009447,0.765579,0.002727,0.002733,-0.707758,0.706445,-0.000939,0.442405,-90.106383,380,45,22,0.032378,0.706518,-2.623882,-5.845853,0.694479,-0.071104,-0.388456,0.580050,-0.095201,0.706421,0.103482,0.012039,3.221971,0.085754,0.059158
355,597,0.293288,0.126306,-0.003327,0.001986,0.857003,0.515297,-0.001359,0.443986,117.964825,-0.009383,0.803395,0.002735,0.002744,-0.707676,0.706526,-0.001053,0.443983,-90.093192,392,45,19,0.050177,0.739960,-3.879320,-6.852695,0.694479,-0.083459,-0.399376,0.574252,-0.106088,0.700558,0.133636,0.045481,2.973375,0.096705,0.102837
356,598,0.293305,0.126273,-0.003327,0.001986,0.857004,0.515295,-0.001358,0.443987,117.965119,-0.009356,0.823086,0.002739,0.002745,-0.707547,0.706655,-0.000772,0.444387,-90.072302,402,52,19,0.059439,0.757376,-4.487384,-7.691731,0.729142,-0.098477,-0.428897,0.597823,-0.135592,0.724096,0.157916,0.028234,3.204347,0.126236,0.098990
357,599,0.293326,0.126231,-0.003327,0.001986,0.857005,0.515293,-0.001357,0.443989,117.965430,-0.009319,0.847769,0.002729,0.002738,-0.707565,0.706637,-0.001027,0.442968,-90.075188,407,64,19,0.071052,0.779206,-5.210095,-8.111248,0.792193,-0.112904,-0.471211,0.646744,-0.177885,0.772975,0.183956,0.012987,2.901153,0.168566,0.074794
358,600,0.293349,0.126185,-0.003327,0.001986,0.857007,0.515291,-0.001356,0.443990,117.965694,-0.009281,0.874755,0.002726,0.002735,-0.707556,0.706646,-0.000968,0.442510,-90.073723,413,64,20,0.083745,0.803075,-5.953319,-8.614670,0.792193,-0.120015,-0.477494,0.643407,-0.184145,0.769592,0.203760,0.010882,2.661351,0.174864,0.105163
359,601,0.293370,0.126143,-0.003327,0.001986,0.857007,0.515289,-0.001355,0.443992,117.965869,-0.009251,0.899805,0.002734,0.002744,-0.707503,0.706700,-0.001018,0.443875,-90.065064,426,64,13,0.095522,0.825232,-6.602717,-9.705416,0.792193,-0.135489,-0.491163,0.636149,-0.197793,0.762292,0.231011,0.033039,3.102699,0.188542,0.137513
360,602,0.293390,0.126105,-0.003327,0.001986,0.857008,0.515289,-0.001354,0.443993,117.965970,-0.009233,0.922268,0.002738,0.002746,-0.707410,0.706792,-0.000895,0.444336,-90.050093,427,74,20,0.106074,0.845106,-7.154082,-9.789319,0.847780,-0.146274,-0.526757,0.680186,-0.233367,0.806291,0.252348,0.002674,2.635237,0.224134,0.115977
361,603,0.293410,0.126065,-0.003327,0.001986,0.857008,0.515288,-0.001353,0.443995,117.966019,-0.009208,0.945953,0.002731,0.002742,-0.707405,0.706798,-0.001081,0.443419,-90.049190,434,79,20,0.117205,0.866058,-7.707079,-10.376644,0.876781,-0.160550,-0.552967,0.699106,-0.259557,0.825171,0.277755,0.010723,2.669565,0.250349,0.120782
362,604,0.293429,0.126027,-0.003327,0.001986,0.857008,0.515288,-0.001352,0.443996,117.966011,-0.009186,0.967924,0.002725,0.002734,-0.707409,0.706794,-0.000941,0.442387,-90.049827,440,82,19,0.127528,0.885496,-8.195331,-10.880065,0.894665,-0.171963,-0.571433,0.709550,-0.278004,0.835577,0.299491,0.009169,2.684734,0.268818,0.132347
363,605,0.293456,0.125974,-0.003327,0.001986,0.857008,0.515289,-0.001350,0.443998,117.965910,-0.009160,0.999468,0.002732,0.002743,-0.707353,0.706850,-0.001021,0.443658,-90.040707,449,83,6,0.142343,0.913404,-8.857618,-11.635197,0.900718,-0.185468,-0.586198,0.708564,-0.292742,0.834538,0.327811,0.012686,2.777579,0.283582,0.164930
364,606,0.293480,0.125927,-0.003327,0.001986,0.857007,0.515290,-0.001349,0.444000,117.965730,-0.009147,1.027931,0.002740,0.002749,-0.707283,0.706920,-0.000843,0.444837,-90.029361,452,87,17,0.155700,0.938590,-9.418861,-11.886908,0.925446,-0.194801,-0.606036,0.726029,-0.312556,0.851956,0.350501,0.013144,2.468047,0.303409,0.175975
365,607,0.293509,0.125869,-0.003327,0.001987,0.857005,0.515293,-0.001347,0.444002,117.965397,-0.009123,1.062350,0.002726,0.002736,-0.707292,0.706911,-0.000962,0.442586,-90.030852,461,89,13,0.171858,0.969045,-10.056706,-12.642040,0.938155,-0.210425,-0.625791,0.729931,-0.332282,0.855800,0.382283,0.030890,2.585334,0.323159,0.206550
366,608,0.293546,0.125797,-0.003327,0.001987,0.857003,0.515297,-0.001345,0.444005,117.964814,-0.009100,1.105142,0.002733,0.002744,-0.707229,0.706974,-0.000981,0.443852,-90.020685,468,94,15,0.191936,1.006912,-10.792149,-13.229364,0.971114,-0.228298,-0.657024,0.750667,-0.363478,0.876464,0.420234,0.035798,2.437215,0.354378,0.228678
367,609,0.293560,0.125768,-0.003327,0.001987,0.857001,0.515300,-0.001344,0.444006,117.964525,-0.009102,1.122406,0.002731,0.002741,-0.707235,0.706968,-0.000848,0.443415,-90.021610,474,98,7,0.200026,1.022194,-11.071882,-13.732786,0.998915,-0.244115,-0.684027,0.767808,-0.390467,0.893576,0.444141,0.023279,2.660904,0.381365,0.228830
368,610,0.293581,0.125727,-0.003327,0.001987,0.856999,0.515303,-0.001343,0.444008,117.964051,-0.009088,1.147304,0.002732,0.002743,-0.707204,0.706999,-0.001012,0.443619,-90.016565,479,102,13,0.211705,1.044226,-11.460746,-14.152303,1.028243,-0.259275,-0.711164,0.786609,-0.417583,0.912336,0.470980,0.015983,2.691557,0.408495,0.234968
369,611,0.293601,0.125687,-0.003327,0.001987,0.856997,0.515307,-0.001342,0.444009,117.963547,-0.009078,1.170761,0.002725,0.002735,-0.707213,0.706990,-0.000933,0.442440,-90.018048,484,109,9,0.222705,1.064987,-11.811237,-14.571821,1.084050,-0.281805,-0.757224,0.825342,-0.463623,0.951029,0.504510,0.019063,2.760584,0.454545,0.219732
370,612,0.293627,0.125637,-0.003327,0.001987,0.856994,0.515312,-0.001340,0.444011,117.962808,-0.009067,1.201289,0.002731,0.002743,-0.707169,0.707034,-0.001003,0.443530,-90.011017,484,113,11,0.237016,1.092005,-12.245933,-14.571821,1.119019,-0.290895,-0.781640,0.851976,-0.488013,0.977613,0.527911,0.027014,2.325888,0.478946,0.223676
371,613,0.293647,0.125598,-0.003327,0.001987,0.856991,0.515317,-0.001339,0.444013,117.962174,-0.009069,1.224824,0.002733,0.002742,-0.707182,0.707021,-0.000746,0.443678,-90.013020,489,110,15,0.248038,1.112839,-12.565143,-14.991339,1.092562,-0.292574,-0.770708,0.827829,-0.477061,0.953427,0.540612,0.020277,2.426196,0.467992,0.271397
372,614,0.293671,0.125550,-0.003327,0.001987,0.856987,0.515323,-0.001337,0.444015,117.961321,-0.009059,1.253458,0.002731,0.002743,-0.707161,0.707041,-0.001003,0.443525,-90.009729,491,111,6,0.261458,1.138184,-12.937249,-15.159146,1.101224,-0.298353,-0.779861,0.832782,-0.486190,0.958332,0.559811,0.036960,2.221897,0.477131,0.295126
373,615,0.293693,0.125507,-0.003327,0.001987,0.856983,0.515330,-0.001336,0.444016,117.960485,-0.009053,1.274770,0.002721,0.002731,-0.707134,0.707069,-0.000882,0.441764,-90.005343,496,115,6,0.271440,1.157057,-13.202545,-15.578663,1.137479,-0.317133,-0.813436,0.856011,-0.519743,0.981518,0.588573,0.019578,2.376118,0.510690,0.293252
374,616,0.293711,0.125472,-0.003327,0.001987,0.856980,0.515335,-0.001335,0.444018,117.959736,-0.009050,1.284693,0.002719,0.002730,-0.707120,0.707083,-0.000852,0.441524,-90.002957,499,118,14,0.276080,1.165863,-13.322411,-15.830374,1.166514,-0.330758,-0.839072,0.875279,-0.545361,1.000751,0.606838,0.000651,2.507963,0.536311,0.283942
375,617,0.293734,0.125425,-0.003327,0.001987,0.856975,0.515343,-0.001333,0.444019,117.958671,-0.009048,1.287007,0.002720,0.002731,-0.707105,0.707098,-0.000847,0.441707,-90.000646,501,116,15,0.277147,1.167964,-13.348853,-15.998181,1.146972,-0.328850,-0.828209,0.858929,-0.534475,0.984354,0.605997,0.020992,2.649328,0.525427,0.302653
376,618,0.293752,0.125390,-0.003327,0.001987,0.856971,0.515350,-0.001332,0.444021,117.957824,-0.009046,1.281796,0.002721,0.002732,-0.707096,0.707107,-0.000867,0.441856,-89.999135,500,122,12,0.274689,1.163403,-13.284688,-15.914278,1.207989,-0.344430,-0.870564,0.905532,-0.576812,1.030922,0.619119,0.044586,2.629590,0.567766,0.250874
377,619,0.293788,0.125318,-0.003327,0.001987,0.856963,0.515364,-0.001329,0.444024,117.955959,-0.009050,1.255218,0.002729,0.002740,-0.707118,0.707085,-0.000940,0.443155,-90.002647,500,119,14,0.262190,1.140018,-12.952070,-15.914278,1.176575,-0.335473,-0.847896,0.882011,-0.554108,1.007329,0.597663,0.036557,2.962208,0.545058,0.247889
378,620,0.293808,0.125279,-0.003327,0.001987,0.856958,0.515372,-0.001328,0.444025,117.954843,-0.009066,1.236244,0.002720,0.002729,-0.707218,0.706985,-0.000767,0.441510,-90.018829,501,111,11,0.253259,1.123315,-12.705315,-15.998181,1.101224,-0.315733,-0.795119,0.824722,-0.501311,0.950001,0.568992,0.022091,3.292866,0.492245,0.286243
379,621,0.293836,0.125224,-0.003327,0.001987,0.856950,0.515384,-0.001326,0.444027,117.953202,-0.009071,1.205130,0.002727,0.002736,-0.707245,0.706958,-0.000816,0.442624,-90.023256,494,113,15,0.238639,1.095902,-12.284720,-15.410856,1.119019,-0.308457,-0.797011,0.843875,-0.503175,0.969099,0.547096,0.023117,3.126136,0.494104,0.236031
380,622,0.293852,0.125192,-0.003327,0.001987,0.856946,0.515392,-0.001325,0.444029,117.952189,-0.009079,1.185609,0.002729,0.002740,-0.707286,0.706917,-0.000973,0.443106,-90.029828,495,115,8,0.229463,1.078702,-12.009055,-15.494760,1.137479,-0.315339,-0.811727,0.856970,-0.517875,0.982162,0.544802,0.058777,3.485705,0.508796,0.203447
381,623,0.293870,0.125157,-0.003327,0.001987,0.856941,0.515401,-0.001324,0.444030,117.951001,-0.009093,1.163554,0.002737,0.002749,-0.707350,0.706853,-0.001101,0.444503,-90.040294,486,107,8,0.219092,1.059270,-11.685853,-14.739628,1.067455,-0.280831,-0.748405,0.811305,-0.454535,0.936462,0.499923,0.008185,3.053775,0.445442,0.227092
382,624,0.293893,0.125112,-0.003327,0.001987,0.856934,0.515412,-0.001322,0.444032,117.949475,-0.009118,1.136604,0.002737,0.002745,-0.707465,0.706738,-0.000826,0.444210,-90.058853,481,108,16,0.206411,1.035532,-11.272923,-14.320110,1.075682,-0.274590,-0.746727,0.821518,-0.452834,0.946630,0.481001,0.040150,3.047187,0.443716,0.189974
383,625,0.293913,0.125073,-0.003326,0.001987,0.856927,0.515423,-0.001321,0.444033,117.948042,-0.009139,1.112403,0.002728,0.002737,-0.707457,0.706746,-0.000939,0.442860,-90.057628,481,107,5,0.195025,1.014212,-10.884648,-14.320110,1.067455,-0.272490,-0.740995,0.815252,-0.447082,0.940325,0.467515,0.053243,3.435462,0.437943,0.172078
384,626,0.293931,0.125037,-0.003326,0.001987,0.856921,0.515433,-0.001319,0.444034,117.946691,-0.009159,1.090400,0.002728,0.002737,-0.707488,0.706715,-0.000972,0.442781,-90.062682,473,102,15,0.184672,0.994829,-10.516238,-13.648882,1.028243,-0.249687,-0.702455,0.791318,-0.408524,0.916355,0.434359,0.033414,3.132644,0.399365,0.174045
385,627,0.293944,0.125011,-0.003326,0.001987,0.856917,0.515440,-0.001318,0.444035,117.945695,-0.009177,1.074620,0.002733,0.002744,-0.707533,0.706670,-0.001174,0.443726,-90.069964,470,98,16,0.177245,0.980930,-10.242294,-13.397171,0.998915,-0.237923,-0.678305,0.770935,-0.384361,0.895946,0.415168,0.017985,3.154877,0.375184,0.178674
386,628,0.293965,0.124970,-0.003326,0.001988,0.856909,0.515453,-0.001317,0.444036,117.944012,-0.009217,1.048820,0.002735,0.002745,-0.707626,0.706577,-0.001184,0.444017,-90.085012,463,93,6,0.165091,0.958208,-9.775608,-12.809847,0.964374,-0.219275,-0.645622,0.749180,-0.351657,0.874150,0.384366,0.006166,3.034239,0.342440,0.174670
