,my_x,my_y,enemy_x,enemy_y,circle_x,circle_y,circle_r
1398,0.564045,-0.323120,0.003429,1.300536,552,151,11
1399,0.553967,-0.309616,0.003432,1.300536,557,152,9
1400,0.544548,-0.296360,0.003434,1.300537,559,150,10
1401,0.531376,-0.276709,0.003437,1.300537,541,149,10
1402,0.519320,-0.258446,0.003439,1.300538,520,150,11
1403,0.507089,-0.240368,0.003441,1.300538,519,148,10
1404,0.497059,-0.227046,0.003444,1.300539,527,148,11
1405,0.489265,-0.218419,0.003446,1.300539,563,146,10
1414,0.465300,-0.198385,0.003468,1.300544,630,142,10
1415,0.465052,-0.198044,0.003470,1.300545,595,142,12
1416,0.464777,-0.197619,0.003472,1.300545,547,145,8
1417,0.464519,-0.197164,0.003475,1.300546,505,146,10
1418,0.464354,-0.196834,0.003477,1.300546,446,146,11
1419,0.464219,-0.196534,0.003480,1.300547,411,148,9
1420,0.464219,-0.196538,0.003481,1.300547,414,147,9
1421,0.464219,-0.196545,0.003484,1.300548,414,147,10
1422,0.464219,-0.196549,0.003486,1.300548,414,147,10
1423,0.464219,-0.196555,0.003489,1.300549,415,146,11
1424,0.464219,-0.196560,0.003491,1.300549,414,147,10
1425,0.464219,-0.196565,0.003494,1.300550,414,147,10
1426,0.464218,-0.196569,0.003495,1.300550,412,148,10
1427,0.464218,-0.196576,0.003498,1.300551,414,147,11
1428,0.464218,-0.196581,0.003501,1.300552,415,146,11
1429,0.463784,-0.195610,0.003503,1.300552,415,146,11
1430,0.460110,-0.187378,0.003506,1.300553,413,148,10
1431,0.453853,-0.173388,0.003508,1.300553,416,147,10
1432,0.449701,-0.163944,0.003510,1.300554,416,147,11
1433,0.438840,-0.138672,0.003513,1.300554,409,144,11
1434,0.425819,-0.108950,0.003516,1.300555,405,144,10
1435,0.416039,-0.086769,0.003518,1.300555,416,144,10
1436,0.404995,-0.061736,0.003520,1.300556,418,141,10
1437,0.396183,-0.041770,0.003522,1.300556,421,140,9
1438,0.379828,-0.004717,0.003525,1.300557,424,138,9
1439,0.368292,0.021430,0.003527,1.300557,421,140,10
1440,0.356622,0.047849,0.003530,1.300558,428,134,12
1441,0.345281,0.073518,0.003532,1.300558,427,132,13
1442,0.330125,0.107844,0.003535,1.300559,433,127,13
1443,0.320012,0.130718,0.003537,1.300560,436,126,13
1444,0.308438,0.156896,0.003539,1.300560,438,123,13
1445,0.294326,0.188814,0.003542,1.300561,445,116,7
1446,0.282183,0.216282,0.003544,1.300561,447,115,12
1447,0.272879,0.237309,0.003546,1.300562,446,116,14
1448,0.261522,0.262971,0.003548,1.300562,451,108,5
1449,0.248963,0.291363,0.003551,1.300563,455,106,15
1450,0.237651,0.316921,0.003553,1.300563,458,107,15
1451,0.224987,0.345514,0.003556,1.300564,463,100,17
1452,0.215646,0.366602,0.003558,1.300564,467,97,17
1453,0.201437,0.398700,0.003560,1.300565,470,93,17
1454,0.190575,0.423206,0.003563,1.300565,478,89,15
1455,0.177647,0.452366,0.003565,1.300566,478,85,18
1456,0.166263,0.478054,0.003567,1.300566,483,81,19
1457,0.154218,0.505223,0.003570,1.300567,489,74,20
1458,0.142735,0.531106,0.003572,1.300567,493,71,20
1459,0.128464,0.563269,0.003575,1.300568,502,64,19
1460,0.116162,0.591008,0.003577,1.300569,509,57,21
1461,0.106234,0.613365,0.003579,1.300569,517,50,22
1462,0.092566,0.644141,0.003582,1.300570,538,4,26
1463,0.082346,0.666950,0.003584,1.300570,536,34,25
1464,0.072213,0.688143,0.003587,1.300571,542,23,30
1465,0.063569,0.704384,0.003589,1.300571,590,12,27
1466,0.055262,0.718387,0.003592,1.300572,623,9,19
1493,0.326616,0.646430,0.003656,1.300586,639,28,8
1494,0.325371,0.647738,0.003658,1.300587,613,34,7
1495,0.324172,0.649097,0.003660,1.300587,568,48,21
1496,0.322859,0.650702,0.003663,1.300588,535,46,23
1497,0.321515,0.652484,0.003665,1.300588,542,9,29
1498,0.319858,0.654922,0.003668,1.300589,491,52,19
1499,0.319174,0.656104,0.003670,1.300589,454,50,22
1500,0.318258,0.657821,0.003673,1.300590,433,47,5
1501,0.317404,0.659314,0.003675,1.300590,415,5,34
1502,0.317059,0.659961,0.003677,1.300591,389,56,19
1503,0.316841,0.660406,0.003679,1.300591,360,53,22
1504,0.316677,0.660783,0.003681,1.300592,337,52,13
1505,0.316459,0.661378,0.003684,1.300592,284,46,9
1506,0.316295,0.661938,0.003687,1.300593,237,51,23
1507,0.316169,0.662500,0.003689,1.300594,187,51,20
1508,0.316064,0.663179,0.003692,1.300594,142,44,23
1509,0.316024,0.663625,0.003694,1.300595,101,43,21
1510,0.316006,0.664027,0.003696,1.300595,59,34,7
1511,0.316010,0.664546,0.003698,1.300596,4,29,5
1520,0.315980,0.663322,0.003719,1.300600,1,40,17
1522,0.316163,0.662096,0.003725,1.300602,101,47,20
1523,0.316304,0.661539,0.003727,1.300602,137,40,7
1524,0.316467,0.661030,0.003730,1.300603,195,47,9
1525,0.316640,0.660580,0.003732,1.300603,246,46,6
1526,0.316858,0.660098,0.003734,1.300604,280,44,7
1527,0.317171,0.659512,0.003737,1.300604,318,47,7
1528,0.317664,0.658661,0.003739,1.300605,350,53,19
1529,0.318335,0.657535,0.003742,1.300605,395,45,10
1530,0.318170,0.657787,0.003744,1.300606,426,3,37
1531,0.317836,0.658348,0.003746,1.300606,409,47,21
1532,0.317561,0.658867,0.003749,1.300607,392,47,7
1533,0.317421,0.659168,0.003751,1.300607,342,51,22
1534,0.317169,0.659799,0.003754,1.300608,318,47,9
1535,0.317021,0.660251,0.003756,1.300609,262,47,19
1536,0.316866,0.660851,0.003759,1.300609,235,53,20
1537,0.316787,0.661245,0.003760,1.300610,180,46,6
1538,0.316711,0.661749,0.003763,1.300610,152,41,8
1539,0.316777,0.661206,0.003766,1.300611,105,36,18
1540,0.316844,0.660830,0.003768,1.300611,77,38,5
1541,0.316942,0.660398,0.003770,1.300612,122,48,19
1542,0.317104,0.659834,0.003772,1.300612,157,47,25
1543,0.317367,0.659122,0.003775,1.300613,226,46,6
1544,0.317559,0.658692,0.003777,1.300614,259,53,22
1545,0.317807,0.658213,0.003780,1.300614,323,7,30
1546,0.318106,0.657716,0.003782,1.300615,321,48,21
1547,0.318305,0.657422,0.003784,1.300615,399,50,19
1548,0.318679,0.656929,0.003787,1.300616,437,46,7
1549,0.318905,0.656660,0.003789,1.300616,472,46,22
1550,0.319082,0.656463,0.003791,1.300617,525,40,5
1551,0.319719,0.655773,0.003794,1.300617,584,1,33
1552,0.320354,0.655092,0.003796,1.300618,586,38,25
1553,0.320804,0.654572,0.003799,1.300618,581,42,23
1554,0.320606,0.654798,0.003800,1.300619,551,39,27
1555,0.320217,0.655302,0.003803,1.300619,499,49,21
1556,0.319417,0.656717,0.003806,1.300620,453,49,21
1557,0.318251,0.658660,0.003808,1.300621,427,50,22
1558,0.317915,0.659255,0.003811,1.300621,397,50,17
1560,0.317524,0.660100,0.003815,1.300622,316,53,20
1561,0.317321,0.660659,0.003818,1.300623,284,49,9
1562,0.317326,0.660629,0.003820,1.300623,278,9,30
1563,0.317494,0.660150,0.003822,1.300624,219,48,6
1564,0.317750,0.659547,0.003825,1.300624,247,49,23
1565,0.317942,0.659159,0.003827,1.300625,292,48,9
1566,0.318173,0.658747,0.003829,1.300625,342,49,6
1567,0.318939,0.657536,0.003832,1.300626,372,52,23
1568,0.320804,0.652332,0.003834,1.300626,431,43,8
1569,0.320120,0.650733,0.003837,1.300627,459,45,6
1570,0.320113,0.650717,0.003839,1.300627,477,4,22
1571,0.320740,0.649697,0.003842,1.300628,482,47,24
1572,0.320584,0.649236,0.003843,1.300628,482,46,21
1573,0.320561,0.649206,0.003846,1.300629,520,5,31
1574,0.320669,0.649053,0.003849,1.300630,504,41,9
1575,0.320840,0.648322,0.003851,1.300630,506,47,6
1576,0.320824,0.648315,0.003853,1.300631,509,44,6
1577,0.320811,0.648279,0.003856,1.300631,514,45,23
1578,0.321104,0.647725,0.003858,1.300632,518,51,19
1579,0.321038,0.647559,0.003861,1.300632,515,43,27
1580,0.321023,0.647519,0.003863,1.300633,528,48,20
1581,0.321081,0.647425,0.003865,1.300633,530,48,16
1582,0.321203,0.646882,0.003867,1.300634,527,45,23
1583,0.321190,0.646881,0.003870,1.300634,538,2,21
1584,0.321173,0.646841,0.003872,1.300635,531,42,6
1585,0.321391,0.646456,0.003875,1.300636,533,44,24
1586,0.321325,0.646256,0.003878,1.300636,533,42,9
1587,0.321309,0.646228,0.003879,1.300637,536,46,23
1588,0.321304,0.646203,0.003881,1.300637,544,43,22
1589,0.321410,0.645772,0.003885,1.300638,560,6,36
1590,0.321388,0.645754,0.003887,1.300638,543,43,5
1591,0.321378,0.645727,0.003889,1.300639,547,50,19
1592,0.321556,0.645397,0.003891,1.300639,545,41,7
1593,0.321503,0.645230,0.003894,1.300640,544,44,25
1594,0.321490,0.645213,0.003896,1.300641,556,50,19
1595,0.321538,0.645153,0.003898,1.300641,557,40,6
1596,0.318565,0.648242,0.003901,1.300642,558,44,21
1597,0.314344,0.652268,0.003903,1.300642,586,45,22
1598,0.305577,0.659763,0.003905,1.300643,639,32,19
1621,0.160963,0.731961,0.003961,1.300655,635,4,23
1622,0.160684,0.732387,0.003963,1.300656,586,5,28
1623,0.160481,0.732730,0.003965,1.300656,545,11,23
1624,0.160349,0.732991,0.003968,1.300657,508,17,19
1625,0.160139,0.733484,0.003970,1.300658,446,10,30
1626,0.159951,0.734032,0.003973,1.300658,413,10,27
1627,0.159829,0.734474,0.003976,1.300659,383,20,18
1628,0.159712,0.735024,0.003977,1.300659,318,16,28
1629,0.159554,0.736019,0.003980,1.300660,290,14,29
1631,0.159438,0.737284,0.003984,1.300661,209,15,25
1632,0.159428,0.737481,0.003987,1.300661,178,11,27
1633,0.159402,0.736075,0.003989,1.300662,113,13,19
1634,0.159434,0.735044,0.003991,1.300662,128,8,32
1635,0.159497,0.734336,0.003993,1.300663,171,14,28
1636,0.159695,0.733041,0.003997,1.300664,204,22,20
1637,0.159862,0.732366,0.004000,1.300664,218,13,25
1638,0.160008,0.731898,0.004002,1.300665,274,23,20
1639,0.160185,0.731418,0.004004,1.300665,323,14,6
1640,0.160399,0.730914,0.004006,1.300666,369,20,26
1641,0.160578,0.730545,0.004008,1.300666,428,14,28
1642,0.160788,0.730184,0.004011,1.300667,470,16,28
1643,0.161125,0.729669,0.004013,1.300667,503,12,13
1644,0.161731,0.728745,0.004015,1.300668,573,3,38
1645,0.162438,0.727584,0.004017,1.300668,580,8,24
1646,0.163290,0.726034,0.004021,1.300669,548,12,25
1647,0.163658,0.725295,0.004022,1.300669,513,16,25
1648,0.163689,0.725202,0.004025,1.300670,505,7,31
1649,0.163507,0.725628,0.004027,1.300671,444,25,21
1650,0.163631,0.725143,0.004030,1.300671,407,19,28
1651,0.164719,0.721174,0.004032,1.300672,376,17,27
1652,0.166199,0.715475,0.004035,1.300672,339,21,25
1653,0.168231,0.706369,0.004037,1.300673,333,20,27
1654,0.170713,0.691557,0.004039,1.300673,305,28,22
1655,0.175033,0.656204,0.004042,1.300674,258,28,21
1656,0.178617,0.620963,0.004045,1.300675,229,40,19
1657,0.180882,0.597158,0.004047,1.300675,227,39,19
1658,0.183700,0.567448,0.004050,1.300676,238,5,39
1659,0.185626,0.547210,0.004051,1.300676,223,57,23
1660,0.188541,0.516425,0.004054,1.300677,224,62,18
1661,0.191287,0.487318,0.004056,1.300677,232,66,20
1662,0.194223,0.456147,0.004059,1.300678,233,75,19
1663,0.196483,0.432132,0.004061,1.300678,237,76,18
1664,0.199346,0.401595,0.004063,1.300679,240,84,18
1665,0.203466,0.357473,0.004067,1.300680,242,87,18
1666,0.204865,0.342510,0.004068,1.300680,245,93,17
1667,0.207486,0.314376,0.004070,1.300681,244,96,17
1668,0.210158,0.285569,0.004072,1.300681,247,100,17
1669,0.218161,0.278247,0.004074,1.300682,251,100,6
1670,0.227691,0.272255,0.004077,1.300682,225,104,14
1671,0.234653,0.267823,0.004079,1.300683,137,102,16
1672,0.239943,0.264193,0.004082,1.300683,45,97,17
1673,0.241289,0.263090,0.004085,1.300684,5,94,7
1682,0.242937,0.268362,0.004106,1.300689,7,101,13
1683,0.243188,0.270409,0.004108,1.300689,33,99,16
1684,0.243355,0.272288,0.004111,1.300690,80,102,16
1685,0.243455,0.274051,0.004113,1.300691,99,103,16
1686,0.243472,0.274480,0.004115,1.300691,121,103,16
1687,0.243469,0.274509,0.004118,1.300692,133,102,16
1688,0.243464,0.274542,0.004120,1.300692,134,103,15
1689,0.243457,0.274584,0.004123,1.300693,132,103,14
1690,0.243452,0.274627,0.004125,1.300693,136,106,16
1691,0.243446,0.274675,0.004127,1.300694,132,104,14
1692,0.243446,0.274890,0.004130,1.300694,133,106,13
1693,0.243462,0.275544,0.004132,1.300695,132,104,12
1694,0.243479,0.277470,0.004135,1.300696,138,104,17
1695,0.243474,0.278470,0.004137,1.300696,157,106,15
1696,0.243511,0.278052,0.004139,1.300696,185,107,15
1697,0.243590,0.277497,0.004141,1.300697,223,109,15
1698,0.243723,0.276847,0.004144,1.300698,253,102,9
1699,0.243887,0.276255,0.004147,1.300698,297,109,15
1700,0.244032,0.275854,0.004149,1.300699,334,108,15
1701,0.244223,0.275408,0.004152,1.300699,393,108,15
1702,0.244399,0.275054,0.004154,1.300700,439,103,6
1703,0.244583,0.274723,0.004156,1.300700,477,102,17
1704,0.244892,0.274241,0.004159,1.300701,518,101,16
1705,0.245113,0.273937,0.004161,1.300702,553,99,17
1706,0.244965,0.274132,0.004163,1.300702,606,100,18
1707,0.244607,0.274644,0.004166,1.300703,632,95,7
1708,0.244327,0.275100,0.004168,1.300703,605,99,16
1709,0.244018,0.275678,0.004170,1.300704,564,103,13
1710,0.243808,0.276136,0.004173,1.300704,489,106,14
1711,0.243585,0.276693,0.004175,1.300705,446,109,13
1712,0.243456,0.277089,0.004178,1.300706,397,105,15
1713,0.243349,0.277492,0.004180,1.300706,365,105,6
1714,0.243243,0.278010,0.004182,1.300707,314,108,15
1715,0.243176,0.278473,0.004185,1.300707,287,107,15
1716,0.243131,0.279061,0.004188,1.300708,231,110,11
1717,0.243125,0.279439,0.004189,1.300708,225,103,11
1718,0.243140,0.279870,0.004192,1.300709,149,107,13
1719,0.243181,0.280327,0.004194,1.300709,101,100,14
1720,0.243256,0.280816,0.004196,1.300710,69,99,16
1721,0.243140,0.280491,0.004199,1.300710,10,97,17
1725,0.240942,0.271371,0.004208,1.300713,1,97,11
1726,0.240806,0.271499,0.004211,1.300713,29,97,17
1727,0.240925,0.272978,0.004213,1.300714,91,104,16
1728,0.241014,0.274646,0.004216,1.300714,106,105,14
1729,0.241059,0.276663,0.004218,1.300715,129,103,16
1730,0.241053,0.278093,0.004220,1.300715,152,105,16
1731,0.240966,0.280629,0.004223,1.300716,178,105,15
1732,0.240876,0.281964,0.004225,1.300716,198,102,13
1733,0.240840,0.282440,0.004227,1.300717,215,104,16
1734,0.240933,0.281975,0.004230,1.300718,245,109,15
1735,0.241055,0.281509,0.004232,1.300718,291,111,14
1736,0.241227,0.280993,0.004235,1.300719,345,103,6
1737,0.241373,0.280626,0.004237,1.300719,371,103,13
1738,0.241554,0.280231,0.004239,1.300720,416,107,16
1739,0.241684,0.279982,0.004242,1.300720,459,106,15
1740,0.241347,0.280635,0.004244,1.300721,508,99,5
1741,0.241083,0.281213,0.004247,1.300722,494,102,14
1742,0.240885,0.281722,0.004249,1.300722,437,109,13
1743,0.240721,0.282224,0.004251,1.300723,396,111,10
1744,0.240534,0.282954,0.004254,1.300723,370,105,6
1745,0.240448,0.283403,0.004256,1.300724,314,111,12
1746,0.240362,0.284044,0.004259,1.300724,275,105,6
1747,0.240319,0.284619,0.004261,1.300725,234,103,17
1748,0.240312,0.285020,0.004263,1.300725,185,104,16
1749,0.240346,0.285638,0.004266,1.300726,162,102,14
1750,0.240512,0.287754,0.004268,1.300727,114,104,14
1751,0.240595,0.289333,0.004270,1.300727,108,97,7
1752,0.240623,0.290498,0.004273,1.300728,122,105,13
1753,0.240646,0.290314,0.004275,1.300728,154,104,13
1754,0.240695,0.289895,0.004277,1.300729,188,107,14
1755,0.240772,0.289449,0.004280,1.300729,235,105,14
1756,0.240895,0.288930,0.004282,1.300730,277,103,17
1757,0.241033,0.288473,0.004285,1.300731,323,103,11
1758,0.241134,0.288192,0.004287,1.300731,362,106,16
1759,0.240942,0.288745,0.004290,1.300732,402,103,14
1760,0.240784,0.289297,0.004292,1.300732,379,108,12
1761,0.240635,0.289978,0.004295,1.300733,337,104,13
1762,0.240553,0.290513,0.004297,1.300733,319,104,15
1763,0.240508,0.290957,0.004299,1.300734,251,105,16
1764,0.240484,0.291405,0.004301,1.300734,223,105,14
1765,0.240480,0.292015,0.004304,1.300735,173,103,7
1766,0.240484,0.292230,0.004306,1.300736,135,104,12
1767,0.240494,0.292388,0.004309,1.300736,72,101,15
1768,0.240562,0.292769,0.004311,1.300737,29,97,18
1773,0.240580,0.292394,0.004323,1.300740,46,95,18
1774,0.240574,0.291981,0.004326,1.300740,79,96,14
1775,0.240590,0.291495,0.004328,1.300741,127,98,14
1776,0.240627,0.291087,0.004330,1.300741,165,102,16
1777,0.240611,0.291227,0.004332,1.300742,213,108,11
1778,0.239740,0.296248,0.004335,1.300742,249,106,16
1779,0.237022,0.307687,0.004338,1.300743,296,106,15
1780,0.233879,0.317806,0.004340,1.300744,337,105,15
1781,0.227166,0.336097,0.004342,1.300744,377,100,7
1782,0.219475,0.354211,0.004344,1.300745,398,99,15
1783,0.205813,0.382779,0.004347,1.300745,448,95,15
1784,0.193862,0.405481,0.004349,1.300746,502,88,15
1785,0.176119,0.438908,0.004352,1.300747,531,84,18
1786,0.163635,0.462468,0.004355,1.300747,542,79,19
1787,0.154604,0.479526,0.004356,1.300747,544,75,18
1788,0.143631,0.500293,0.004359,1.300748,552,23,27
1789,0.136417,0.514109,0.004361,1.300749,558,65,20
1790,0.129875,0.526454,0.004364,1.300749,561,59,23
1791,0.127040,0.531410,0.004366,1.300750,577,57,22
1792,0.124245,0.536088,0.004368,1.300750,609,11,21
1793,0.121607,0.540413,0.004371,1.300751,620,51,23
1794,0.119462,0.543934,0.004373,1.300751,628,52,23
1795,0.118135,0.546194,0.004376,1.300752,629,51,24
1796,0.117696,0.546997,0.004378,1.300753,610,45,27
1797,0.117472,0.547464,0.004380,1.300753,574,53,21
1798,0.117247,0.548010,0.004383,1.300754,535,56,22
1799,0.117085,0.548471,0.004385,1.300754,487,63,19
1800,0.116907,0.549091,0.004387,1.300755,439,63,19
1801,0.116769,0.549726,0.004390,1.300755,402,60,19
1802,0.116538,0.551582,0.004392,1.300756,345,67,18
1803,0.115959,0.557876,0.004395,1.300757,302,64,22
1804,0.115158,0.566314,0.004397,1.300757,287,62,20
1805,0.113954,0.579999,0.004400,1.300758,284,61,21
1806,0.112032,0.602946,0.004402,1.300758,277,56,19
1807,0.109535,0.626992,0.004405,1.300759,275,51,21
1808,0.106759,0.648711,0.004407,1.300759,284,45,20
1809,0.102982,0.676797,0.004409,1.300760,299,40,20
1810,0.098545,0.709887,0.004412,1.300761,312,40,19
1811,0.093214,0.749291,0.004415,1.300761,306,30,21
1812,0.090208,0.771533,0.004417,1.300762,313,18,23
1813,0.086531,0.798795,0.004419,1.300762,306,6,25
1814,0.083654,0.820103,0.004421,1.300763,309,5,21
1815,0.079532,0.849788,0.004423,1.300763,311,1,16
1825,0.097869,0.741237,0.004447,1.300769,323,7,22
1826,0.102986,0.709150,0.004449,1.300770,324,8,27
1827,0.107498,0.680644,0.004452,1.300770,334,13,6
1828,0.110861,0.659390,0.004454,1.300771,318,20,19
1829,0.116457,0.624092,0.004456,1.300771,320,29,26
1830,0.121433,0.592646,0.004459,1.300772,325,47,21
1831,0.125688,0.565570,0.004461,1.300772,318,47,19
1832,0.130050,0.537878,0.004463,1.300773,322,59,21
1833,0.134931,0.506940,0.004466,1.300773,322,64,21
1834,0.140945,0.468532,0.004469,1.300774,323,69,20
1835,0.144320,0.446972,0.004471,1.300775,322,77,19
1836,0.148852,0.418075,0.004473,1.300775,321,80,19
1837,0.152637,0.393912,0.004475,1.300776,320,85,18
1838,0.158977,0.353132,0.004479,1.300776,317,85,13
1839,0.162158,0.332715,0.004480,1.300777,323,98,13
1840,0.167167,0.300607,0.004483,1.300778,320,96,18
1841,0.174674,0.283861,0.004485,1.300778,323,102,15
1842,0.183823,0.278285,0.004488,1.300779,320,104,15
1843,0.190147,0.276339,0.004490,1.300779,240,104,14
1844,0.193418,0.275775,0.004492,1.300780,180,109,12
1845,0.194928,0.275487,0.004495,1.300780,180,103,17
1846,0.194926,0.275488,0.004497,1.300781,122,103,16
1847,0.194955,0.275479,0.004499,1.300781,116,101,13
1848,0.194940,0.275482,0.004502,1.300782,120,101,17
1849,0.194930,0.275485,0.004505,1.300783,120,104,15
1850,0.194945,0.275481,0.004507,1.300783,120,101,17
1851,0.194957,0.275476,0.004510,1.300784,124,102,15
1852,0.194941,0.275481,0.004511,1.300784,120,104,17
1853,0.194938,0.275482,0.004513,1.300785,122,105,13
1854,0.194967,0.275474,0.004516,1.300785,124,97,6
1855,0.194954,0.275476,0.004518,1.300786,121,105,14
1856,0.194944,0.275479,0.004521,1.300787,116,99,13
1857,0.194950,0.275477,0.004523,1.300787,120,102,17
1858,0.194990,0.275466,0.004526,1.300788,122,104,15
1859,0.194956,0.275475,0.004528,1.300788,119,101,17
1860,0.194952,0.275477,0.004530,1.300789,119,102,16
1861,0.194990,0.275466,0.004533,1.300789,119,104,15
1862,0.194967,0.275471,0.004536,1.300790,116,105,13
1863,0.194958,0.275474,0.004538,1.300791,119,101,17
1864,0.194957,0.275475,0.004540,1.300791,118,103,17
1865,0.194953,0.275543,0.004543,1.300792,120,99,7
1866,0.194995,0.276057,0.004545,1.300792,116,100,13
1867,0.195022,0.276675,0.004547,1.300793,149,101,12
1868,0.194955,0.278302,0.004549,1.300793,171,104,17
1869,0.194887,0.280456,0.004552,1.300794,199,108,13
1870,0.194744,0.282605,0.004555,1.300795,218,107,13
1871,0.194571,0.284336,0.004557,1.300795,240,106,14
1872,0.194368,0.285838,0.004559,1.300796,265,107,16
1873,0.194012,0.287961,0.004562,1.300796,290,102,11
1874,0.193774,0.289155,0.004564,1.300797,313,102,13
1875,0.193622,0.289829,0.004566,1.300797,335,107,15
1876,0.193606,0.289861,0.004569,1.300798,352,106,16
1877,0.193592,0.289887,0.004571,1.300799,349,103,12
1878,0.193565,0.289966,0.004574,1.300799,349,103,14
1879,0.193468,0.290365,0.004576,1.300800,355,103,12
1880,0.193268,0.291179,0.004578,1.300800,360,107,13
1881,0.192919,0.292470,0.004581,1.300801,368,107,15
1882,0.192501,0.293833,0.004583,1.300801,395,103,15
1883,0.192124,0.294923,0.004585,1.300802,415,106,15
1884,0.191625,0.296203,0.004588,1.300803,439,103,14
1885,0.191181,0.297208,0.004591,1.300803,478,102,16
1886,0.190963,0.297664,0.004592,1.300804,499,101,16
1887,0.191215,0.297237,0.004595,1.300804,530,99,16
1888,0.191601,0.296671,0.004598,1.300805,584,92,13
1889,0.191898,0.296288,0.004600,1.300805,639,89,15
1893,0.192012,0.296270,0.004609,1.300808,607,94,18
1894,0.192569,0.296325,0.004612,1.300808,550,98,16
1895,0.192567,0.296326,0.004614,1.300809,533,93,5
1896,0.192566,0.296331,0.004616,1.300809,531,100,17
1897,0.192563,0.296339,0.004619,1.300810,533,98,17
1898,0.192551,0.296366,0.004621,1.300811,531,97,16
1899,0.192539,0.296392,0.004624,1.300811,531,100,16
1900,0.192538,0.296397,0.004626,1.300812,529,94,7
1901,0.192539,0.296402,0.004628,1.300812,531,97,17
1902,0.192540,0.296406,0.004631,1.300813,530,97,17
1903,0.192507,0.296473,0.004633,1.300814,533,98,17
1904,0.192226,0.297034,0.004636,1.300814,534,100,15
1905,0.191793,0.297890,0.004638,1.300815,535,101,12
1906,0.191033,0.299481,0.004641,1.300815,533,101,13
1907,0.190795,0.300037,0.004643,1.300816,518,96,6
1908,0.190626,0.300479,0.004645,1.300816,464,100,15
1909,0.190512,0.300826,0.004647,1.300817,432,102,18
1910,0.190361,0.301419,0.004650,1.300818,385,102,14
1911,0.190251,0.302012,0.004653,1.300818,365,105,15
1912,0.190196,0.302439,0.004655,1.300819,312,102,14
1913,0.190159,0.302926,0.004657,1.300819,261,103,15
1914,0.190151,0.303474,0.004660,1.300820,211,105,12
1915,0.190169,0.303918,0.004662,1.300820,173,100,15
1916,0.190184,0.304165,0.004664,1.300821,120,100,16
1917,0.190145,0.303789,0.004666,1.300821,89,98,16
1918,0.190114,0.303154,0.004669,1.300822,109,101,14
1919,0.190132,0.302444,0.004672,1.300823,165,96,6
1920,0.190178,0.301947,0.004674,1.300823,210,101,16
1921,0.190236,0.301537,0.004676,1.300824,242,105,15
1922,0.190360,0.300915,0.004678,1.300824,275,99,5
1923,0.190497,0.300401,0.004681,1.300825,326,104,15
1924,0.190624,0.300038,0.004683,1.300826,374,107,14
1925,0.190807,0.299592,0.004686,1.300826,421,100,14
1926,0.190994,0.299201,0.004688,1.300827,460,104,15
1927,0.191269,0.298705,0.004691,1.300827,497,98,15
1928,0.191320,0.298623,0.004693,1.300828,536,96,13
1929,0.190218,0.300418,0.004695,1.300829,594,93,17
1930,0.189607,0.301472,0.004697,1.300829,604,92,16
1931,0.189221,0.302191,0.004700,1.300830,560,95,15
1932,0.188966,0.302737,0.004702,1.300830,537,102,11
1933,0.188757,0.303258,0.004705,1.300831,476,99,16
1934,0.188650,0.303591,0.004707,1.300831,433,100,15
1935,0.188514,0.304091,0.004709,1.300832,392,101,15
1936,0.188412,0.304573,0.004712,1.300833,350,103,11
1937,0.188327,0.305134,0.004714,1.300833,312,103,15
1938,0.188278,0.305713,0.004717,1.300834,268,99,9
1939,0.188267,0.306193,0.004719,1.300834,234,100,15
1940,0.188266,0.306371,0.004722,1.300835,180,104,14
1941,0.188256,0.306014,0.004723,1.300835,152,101,16
1942,0.188276,0.305320,0.004726,1.300836,176,97,18
1943,0.188332,0.304745,0.004729,1.300837,214,98,11
1944,0.188402,0.304290,0.004731,1.300837,252,99,13
1945,0.188558,0.303589,0.004734,1.300838,292,103,13
1946,0.188698,0.303101,0.004736,1.300838,336,104,16
1947,0.188870,0.302594,0.004738,1.300839,387,104,15
1948,0.190885,0.296814,0.004741,1.300840,427,101,16
1949,0.194672,0.293136,0.004743,1.300840,437,99,13
1950,0.197718,0.292147,0.004745,1.300841,437,102,15
1951,0.199492,0.291505,0.004748,1.300841,396,105,14
1952,0.200465,0.291142,0.004750,1.300842,390,104,15
1953,0.200748,0.291030,0.004753,1.300842,373,106,14
1954,0.200767,0.291023,0.004755,1.300843,366,102,17
1955,0.200790,0.291015,0.004757,1.300844,367,106,16
1956,0.200839,0.291026,0.004759,1.300844,366,102,14
1957,0.200731,0.291165,0.004762,1.300845,366,104,15
1958,0.199994,0.293912,0.004765,1.300845,370,106,17
1959,0.198032,0.300856,0.004767,1.300846,371,106,15
1960,0.194398,0.312574,0.004769,1.300847,379,104,13
1961,0.187936,0.332058,0.004772,1.300847,405,101,14
1962,0.182491,0.347499,0.004774,1.300848,423,97,17
1963,0.171591,0.375085,0.004776,1.300848,441,96,16
1964,0.162580,0.396916,0.004778,1.300849,471,90,6
1965,0.147191,0.434203,0.004782,1.300850,487,88,17
1966,0.137164,0.458476,0.004784,1.300850,488,83,19
1967,0.128244,0.480066,0.004786,1.300851,496,76,20
1968,0.116864,0.507626,0.004788,1.300851,491,80,15
1969,0.107085,0.531281,0.004790,1.300852,509,67,21
1970,0.093884,0.563200,0.004793,1.300852,513,58,19
1971,0.081568,0.592983,0.004796,1.300853,533,11,35
